genome_name,name,Lineage,Phyla,Group,strain,biosample,bioproject,study,reference,code,accession,assemly_status,size,gc,replicons,wgs,scaffolds,cds,release_date,genbank_ftp,refseq_ftp
GCA_002117975.1,Geobacter pelophilus,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,Drf2,SAMD00076870,PRJDB5639,Isolate sequencing,NA,Isolate,GCA_002117975.1,Scaffold,4.338,60.9,,BDQG01,2,3677,2017-04-27T20:45:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/975/GCA_002117975.1_ASM211797v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/975/GCF_002117975.1_ASM211797v1
GCA_003252555.1,Deltaproteobacteria bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SZUA-291,SAMN09287839,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003252555.1,Contig,1.12232,61,,QJXJ01,374,0,2018-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/252/555/GCA_003252555.1_ASM325255v1,
GCA_000275865.1,Methanofollis liminatans DSM 4140,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,DSM 4140,SAMN02256542,PRJNA52839,JGI Isolate sequencing,NA,Isolate,GCA_000275865.1, Chromosome,2.4751,61,chromosome:NZ_CM001555.1/CM001555.1,AGCO01,1,2396,2012-06-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/865/GCA_000275865.1_ASM27586v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/865/GCF_000275865.1_ASM27586v1
GCA_900176285.1,Desulfacinum hydrothermale DSM 13146,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 13146,SAMN02746041,PRJEB20321,JGI Isolate sequencing,NA,Isolate,GCA_900176285.1,Scaffold,3.69679,61,,FWXF01,59,3142,2017-04-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/285/GCA_900176285.1_IMG-taxon_2585428172_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/285/GCF_900176285.1_IMG-taxon_2585428172_annotated_assembly
GCA_000210155.1,Geobacter sulfurreducens KN400,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,KN400,SAMN02604215,PRJNA39745,Isolate sequencing,Butler et al. 2012,Isolate,GCA_000210155.1,Complete,3.71427,61,chromosome:NC_017454.1/CP002031.1,,1,3298,2010-06-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/155/GCA_000210155.1_ASM21015v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/155/GCF_000210155.1_ASM21015v1
GCA_003153725.1,Candidatus Aminicenantes bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Aminicenantes,Aminicenantes,fen_337,SAMN08179801,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003153725.1,Scaffold,3.73707,61,,PMBE01,374,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/153/725/GCA_003153725.1_20120700_E3M,
GCA_004791675.1,Geobacter sp. Red111,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,Red111,SAMN11294237,PRJNA530091,Isolate sequencing,NA,Isolate,GCA_004791675.1,Scaffold,4.6969,61,,SRSC01,7,3963,2019-04-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/791/675/GCA_004791675.1_ASM479167v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/791/675/GCF_004791675.1_ASM479167v1
GCA_001773825.1,Candidatus Aminicenantes bacterium RBG_13_63_10,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Aminicenantes,Aminicenantes,,SAMN04313977,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001773825.1,Scaffold,3.32518,61.1,,MEXY01,214,2053,2016-10-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/773/825/GCA_001773825.1_ASM177382v1,
GCA_000422545.1,Desulfocurvibacter africanus subsp. africanus DSM 2603,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 2603,SAMN02441475,PRJNA188878,JGI Isolate sequencing,Spring et al. 2019,Isolate,GCA_000422545.1,Scaffold,4.40252,61.1,,AULZ01,41,3881,2013-07-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/545/GCA_000422545.1_ASM42254v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/545/GCF_000422545.1_ASM42254v1
GCA_001828265.1,Planctomycetes bacterium RBG_13_63_9,Bacteria;PVC group;Planctomycetes,PVC;Planctomycetes,PVC,,SAMN04313691,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001828265.1,Scaffold,4.89347,61.1,,MHYH01,398,2625,2016-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/828/265/GCA_001828265.1_ASM182826v1,
GCA_000344315.1,Desulfocurvibacter africanus PCS,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PCS,SAMN01923204,PRJNA182155,Isolate sequencing,Brown et al. 2013,Isolate,GCA_000344315.1,Contig,3.92949,61.2,,AOSV01,45,3481,2013-03-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/315/GCA_000344315.1_ASM34431v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/315/GCF_000344315.1_ASM34431v1
GCA_001278055.1,Desulfuromonas soudanensis,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,WTL,SAMN03287929,PRJNA272946,Isolate sequencing,NA,Isolate,GCA_001278055.1,Complete,3.95862,61.2,chromosome:NZ_CP010802.1/CP010802.1,,1,3454,2015-09-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/055/GCA_001278055.1_ASM127805v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/055/GCF_001278055.1_ASM127805v1
GCA_004117875.1,Geobacter sp. S43,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,S43,SAMN10120071,PRJNA492970,Isolate sequencing,NA,Isolate,GCA_004117875.1,Contig,4.93337,61.2,,RAHW01,18,4180,2019-01-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/117/875/GCA_004117875.1_ASM411787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/117/875/GCF_004117875.1_ASM411787v1
GCA_000175115.2,Geobacter sp. M18,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,M18,SAMN00002553,PRJNA33159,JGI Isolate sequencing,NA,Isolate,GCA_000175115.2,Complete,5.27741,61.2,chromosome:NC_014973.1/CP002479.1,,1,4436,2011-01-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/115/GCA_000175115.2_ASM17511v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/115/GCF_000175115.2_ASM17511v2
GCA_003154255.1,Candidatus Aminicenantes bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Aminicenantes,Aminicenantes,fen_333,SAMN08179754,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003154255.1,Scaffold,3.48283,61.3,,PMCY01,377,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/154/255/GCA_003154255.1_20120700_E2X,
GCA_000212675.2,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,Walvis Bay,SAMN00713616,PRJNA52831,Isolate sequencing,Spring et al. 2019,Isolate,GCA_000212675.2,Complete,4.20053,61.4,chromosome:NC_016629.1/CP003221.1,,1,3767,2012-01-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/675/GCA_000212675.2_ASM21267v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/675/GCF_000212675.2_ASM21267v2
GCA_002482655.1,Geobacter sp. UBA7696,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA7696,SAMN06453385,PRJNA348753,Parks 2017 UBA reassembly,Metagenomic analyses of microbial communities generating electricity from methanol,Engineered,GCA_002482655.1,Scaffold,2.80613,61.5,,DLGK01,9,0,2017-10-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/482/655/GCA_002482655.1_ASM248265v1,
GCA_001603855.1,Syntrophobacterales bacterium Delta_03,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,Delta_03,SAMN03837532,PRJNA284316,anaerobic digester metagenome,NA,Engineered,GCA_001603855.1,Scaffold,3.16393,61.5,,LVAB01,760,0,2016-03-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/603/855/GCA_001603855.1_ASM160385v1,
GCA_001628815.1,Geobacter anodireducens,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SD-1,SAMN04562549,PRJNA315482,Isolate sequencing,Sun et al. 2016,Isolate,GCA_001628815.1,Complete,3.66601,61.5106,chromosome:NZ_CP014963.1/CP014963.1; plasmid pSD:NZ_CP014964.1/CP014964.1,,2,2802,2016-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/815/GCA_001628815.1_ASM162881v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/628/815/GCF_001628815.1_ASM162881v1
GCA_001799485.1,Desulfuromonadales bacterium GWC2_61_20,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,,SAMN04314126,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001799485.1,Scaffold,2.78097,61.6,,MGTO01,163,2427,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/799/485/GCA_001799485.1_ASM179948v1,
GCA_002347185.1,Desulfobulbaceae bacterium UBA2262,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA2262,SAMN06452450,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002347185.1,Scaffold,2.85441,61.6,,DDXK01,141,0,2017-09-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/347/185/GCA_002347185.1_ASM234718v1,
GCA_002068035.1,Syntrophaceae bacterium PtaU1.Bin231,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PtaU1.Bin231,SAMN04534977,PRJNA310790,sludge wastewater metagenome,Nobu et al. 2017,Engineered,GCA_002068035.1,Contig,4.2121,61.6,,MVRX01,603,4021,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/068/035/GCA_002068035.1_ASM206803v1,
GCA_002839245.1,Spirochaetae bacterium HGW-Spirochaetae-7,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,HGW-Spirochaetae-7,SAMN06767756,PRJNA321556,groundwater metagenome/Subsurface,Hernsdorf et al. 2017,Subsurface,GCA_002839245.1,Scaffold,3.02452,61.7,,PGXR01,330,2905,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/839/245/GCA_002839245.1_ASM283924v1,
GCA_002345925.1,Actinobacteria bacterium UBA2286,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,UBA2286,SAMN06452305,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002345925.1,Scaffold,2.46542,61.8,,DDWM01,75,0,2017-09-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/345/925/GCA_002345925.1_ASM234592v1,
GCA_001604405.1,Spirochaetales bacterium Spiro_10,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,Spiro_10,SAMN03837568,PRJNA284316,anaerobic digester metagenome,NA,Engineered,GCA_001604405.1,Scaffold,2.88224,61.8,,LVBL01,164,0,2016-03-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/604/405/GCA_001604405.1_ASM160440v1,
GCA_000816575.1,Geobacter soli,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,GSS01,SAMN03275688,PRJNA271628,Isolate sequencing,Yang et al. 2015,Isolate,GCA_000816575.1,Scaffold,3.65721,61.8,,JXBL01,8,3257,2015-01-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/575/GCA_000816575.1_ASM81657v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/575/GCF_000816575.1_ASM81657v1
GCA_003170115.1,Spirochaetaceae bacterium,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,fen_1364,SAMN08179085,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003170115.1,Scaffold,4.08082,61.9,,PMZS01,405,0,2018-05-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/170/115/GCA_003170115.1_20110800_E3D,
GCA_900129305.1,Desulfacinum infernum DSM 9756,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 9756,SAMN02745206,PRJEB18182,JGI Isolate sequencing,NA,Isolate,GCA_900129305.1,Scaffold,4.23982,62,,FQVB01,81,3584,2016-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/129/305/GCA_900129305.1_IMG-taxon_2582580750_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/305/GCF_900129305.1_IMG-taxon_2582580750_annotated_assembly
GCA_002067045.1,Methanomassiliicoccales archaeon PtaB.Bin134,Archaea;Euryarchaeota;Diaforarchaea group,Euryarchaeota,Euryarchaeota,PtaB.Bin134,SAMN04534933,PRJNA310790,sludge wastewater metagenome,Nobu et al. 2017,Engineered,GCA_002067045.1,Contig,1.74918,62.1,,MVPZ01,230,1844,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/067/045/GCA_002067045.1_ASM206704v1,
GCA_001421185.1,Methanomassiliicoccales archaeon RumEn M1,Archaea;Euryarchaeota;Diaforarchaea group,Euryarchaeota,Euryarchaeota,RumEn M1,SAMN04038609,PRJNA295008,Isolate sequencing,NA,Isolate,GCA_001421185.1,Contig,2.12103,62.1,,LJKK01,182,1877,2015-11-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/421/185/GCA_001421185.1_ASM142118v1,
GCA_002841295.1,Actinobacteria bacterium HGW-Actinobacteria-6,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,HGW-Actinobacteria-6,SAMN06767552,PRJNA321556,groundwater metagenome/Subsurface,Hernsdorf et al. 2017,Subsurface,GCA_002841295.1,Contig,2.3526,62.1,,PHEU01,69,2309,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/841/295/GCA_002841295.1_ASM284129v1,
GCA_002327925.1,Anaerolineales bacterium UBA2200,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,UBA2200,SAMN06453951,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002327925.1,Scaffold,2.80578,62.1,,DCVA01,54,0,2017-09-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/327/925/GCA_002327925.1_ASM232792v1,
GCA_007625085.1,Desulfovibrio marinus,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,P48SEP,SAMN09479426,PRJNA477790,Isolate sequencing,NA,Isolate,GCA_007625085.1,Scaffold,5.1323,62.1,,QMIF01,390,4601,2019-07-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/625/085/GCA_007625085.1_ASM762508v1,
GCA_001611275.1,Desulfuromonas sp. DDH964,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DDH964,SAMN04590833,PRJNA316855,Isolate sequencing,NA,Isolate,GCA_001611275.1,Complete,3.92465,62.2,chromosome:NZ_CP015080.1/CP015080.1,,1,3507,2016-04-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/275/GCA_001611275.1_ASM161127v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/275/GCF_001611275.1_ASM161127v1
GCA_002322475.1,Elusimicrobia bacterium UBA1565,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,UBA1565,SAMN06455028,PRJNA348753,Parks 2017 UBA reassembly,Crystal Geyser Metagenome,Subsurface,GCA_002322475.1,Scaffold,3.60015,62.3,,DCOR01,408,0,2017-09-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/322/475/GCA_002322475.1_ASM232247v1,
GCA_000817955.1,Geobacter pickeringii,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,G13,SAMN03096815,PRJNA263119,Isolate sequencing,Badalementi et al. 2015,Isolate,GCA_000817955.1,Complete,3.6187,62.3,chromosome:NZ_CP009788.1/CP009788.1,,1,3190,2015-01-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/955/GCA_000817955.1_ASM81795v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/955/GCF_000817955.1_ASM81795v1
GCA_002868845.1,Desulfuromonas sp.,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,BM501,SAMN07982687,PRJNA387015,bioreactor metagenome,NA,Engineered,GCA_002868845.1,Scaffold,3.69658,62.3,,PKUB01,56,3107,2018-01-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/868/845/GCA_002868845.1_ASM286884v1,
GCA_001799735.1,Elusimicrobia bacterium GWB2_63_22,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,,SAMN04313852,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001799735.1,Scaffold,3.06273,62.5,,MGUA01,45,2659,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/799/735/GCA_001799735.1_ASM179973v1,
GCA_003245785.1,Spirochaetales bacterium,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,SZUA-416,SAMN09287964,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003245785.1,Scaffold,3.32139,62.5,,QKCE01,353,0,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/245/785/GCA_003245785.1_ASM324578v1,
GCA_000176915.2,Pseudodesulfovibrio aespoeensis Aspo-2,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,Aspo-2,SAMN00713573,PRJNA37869,Isolate sequencing,Pederson et al. 2014,Isolate,GCA_000176915.2,Complete,3.62911,62.6,chromosome:NC_014844.1/CP002431.1,,1,3257,2011-01-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/915/GCA_000176915.2_ASM17691v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/915/GCF_000176915.2_ASM17691v2
GCA_003141795.1,Spirochaetaceae bacterium,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,fen_1366,SAMN08180101,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003141795.1,Scaffold,5.20007,62.6,,PLNO01,389,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/141/795/GCA_003141795.1_20120800_E1X,
GCA_002508545.1,Methanomassiliicoccus sp. UBA6,Archaea;Euryarchaeota;Diaforarchaea group,Euryarchaeota,Euryarchaeota,UBA6,SAMN06027402,PRJNA348753,Parks 2017 UBA reassembly,Comparative metagenome analyses of anode-associated microbial communities developed in Wetlands field-soil microbial fuel cells,Wetlands,GCA_002508545.1,Scaffold,2.3603,62.7,,DAVH01,68,0,2017-10-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/545/GCA_002508545.1_ASM250854v1,
GCA_002478275.1,Actinobacteria bacterium UBA7524,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,UBA7524,SAMN06455585,PRJNA348753,Parks 2017 UBA reassembly,Formation waters from coalbed methane wells,Engineered,GCA_002478275.1,Scaffold,1.81454,62.8,,DLMY01,60,0,2017-10-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/478/275/GCA_002478275.1_ASM247827v1,
GCA_002347365.1,Actinobacteria bacterium UBA2279,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,UBA2279,SAMN06456530,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002347365.1,Scaffold,2.25342,62.8,,DDWT01,36,0,2017-09-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/347/365/GCA_002347365.1_ASM234736v1,
GCA_002841275.1,Actinobacteria bacterium HGW-Actinobacteria-7,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,HGW-Actinobacteria-7,SAMN06767553,PRJNA321556,groundwater metagenome/Subsurface,Hernsdorf et al. 2017,Subsurface,GCA_002841275.1,Scaffold,2.53373,62.8,,PHET01,38,2349,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/841/275/GCA_002841275.1_ASM284127v1,
GCA_002381965.1,Syntrophaceae bacterium UBA4065,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA4065,SAMN06457098,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002381965.1,Scaffold,2.72391,62.8,,DFZD01,117,0,2017-09-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/381/965/GCA_002381965.1_ASM238196v1,
GCA_003141555.1,Candidatus Aminicenantes bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Aminicenantes,Aminicenantes,fen_413,SAMN08180128,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003141555.1,Scaffold,3.79298,62.8,,PLMN01,33,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/141/555/GCA_003141555.1_20120800_E2X,
GCA_000429325.1,Desulfovibrio putealis DSM 16056,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 16056,SAMN02441200,PRJNA185536,JGI Isolate sequencing,NA,Isolate,GCA_000429325.1,Scaffold,4.70574,62.8,,AUBQ01,29,4078,2013-07-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/325/GCA_000429325.1_ASM42932v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/325/GCF_000429325.1_ASM42932v1
GCA_001799895.1,Elusimicrobia bacterium GWD2_63_28,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,,SAMN04314210,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001799895.1,Scaffold,3.29299,62.9,,MGUI01,74,2819,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/799/895/GCA_001799895.1_ASM179989v1,
GCA_001828335.1,Planctomycetes bacterium RBG_16_64_12,Bacteria;PVC group;Planctomycetes,PVC;Planctomycetes,PVC,,SAMN04313719,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001828335.1,Scaffold,6.1847,62.9,,MHYN01,457,3548,2016-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/828/335/GCA_001828335.1_ASM182833v1,
GCA_003245635.1,Treponema sp.,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,SZUA-426,SAMN09287974,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003245635.1,Contig,2.49741,63,,QKCO01,182,0,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/245/635/GCA_003245635.1_ASM324563v1,
GCA_002347815.1,Syntrophaceae bacterium UBA2251,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA2251,SAMN06453505,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002347815.1,Scaffold,2.72537,63,,DDXV01,85,0,2017-09-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/347/815/GCA_002347815.1_ASM234781v1,
GCA_001184205.1,Desulfocarbo indianensis,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SCBM,SAMN03571290,PRJNA282561,Isolate sequencing,An 2015 et al. ,Isolate,GCA_001184205.1,Scaffold,5.11404,63,,LBMP01,334,4383,2015-07-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/184/205/GCA_001184205.1_ASM118420v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/184/205/GCF_001184205.1_ASM118420v1
GCA_003142355.1,Bryobacterales bacterium,Bacteria;Acidobacteria;Acidobacteriia,Acidobacteria,Acidobacteria,fen_415,SAMN08180136,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003142355.1,Scaffold,6.556,63,,PLMF01,436,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/142/355/GCA_003142355.1_20120800_E3S,
