user_genome	classification	fastani_reference	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	classification_method	note	other_related_references(genome_id,species_name,ANI,AF)
bacteria07733	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__RBG-16-54-18;g__RBG-13-52-11;s__GCA_001797745.1	GCA_001797745.1	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__RBG-16-54-18;g__RBG-13-52-11;s__	100.0	0.99	GCA_001797745.1	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__RBG-16-54-18;g__RBG-13-52-11;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15035	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__GCA_002398105.1	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.77	0.89	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.77	0.89	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria17529	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	GCA_002382755.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	99.57	0.76	GCA_002382755.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__46-80 sp3	99.57	0.76	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria16738	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA6131;s__GCA_002435875.1	GCA_002435875.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA6131;s__	100.0	0.99	GCA_002435875.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA6131;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07736	d__Bacteria;p__RBG-13-61-14;c__RBG-13-61-14;o__RBG-13-61-14;f__RBG-13-61-14;g__RBG-13-61-14;s__GCA_001797815.1	GCA_001797815.1	d__Bacteria;p__RBG-13-61-14;c__RBG-13-61-14;o__RBG-13-61-14;f__RBG-13-61-14;g__RBG-13-61-14;s__	100.0	1.0	GCA_001797815.1	d__Bacteria;p__RBG-13-61-14;c__RBG-13-61-14;o__RBG-13-61-14;f__RBG-13-61-14;g__RBG-13-61-14;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07738	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__GCA_001797845.1	GCA_001797845.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	100.0	1.0	GCA_001797845.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria19726	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	GCF_000178115.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	100.0	1.0	GCF_000178115.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07713	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA10170;s__UBA10170 sp1	GCA_001798165.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA10170;s__UBA10170 sp1	99.81	0.86	GCA_001798165.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA10170;s__UBA10170 sp1	99.81	0.86	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15853	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__UBA5799;s__GCA_002418185.1	GCA_002418185.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__UBA5799;s__	100.0	0.99	GCA_002418185.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__UBA5799;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08707	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp2	UBA9985	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp2	99.5	0.8	UBA9985	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp2	99.5	0.8	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07317	d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__XYB2-FULL-49-35;g__XYB2-FULL-49-35;s__GCA_001797525.1	GCA_001797525.1	d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__XYB2-FULL-49-35;g__XYB2-FULL-49-35;s__	100.0	0.98	GCA_001797525.1	d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__XYB2-FULL-49-35;g__XYB2-FULL-49-35;s__	100.0	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria11222	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1422;s__GCA_002304835.1	GCA_002304835.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1422;s__	100.0	1.0	GCA_002304835.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1422;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria12896	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2251;g__UBA2251;s__GCA_002347815.1	GCA_002347815.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2251;g__UBA2251;s__	100.0	0.99	GCA_002347815.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2251;g__UBA2251;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08020	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__GWC2-56-14;s__GCA_001803705.1	GCA_001803705.1	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__GWC2-56-14;s__	100.0	0.98	GCA_001803705.1	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__GWC2-56-14;s__	100.0	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria12786	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__UBA2294;g__UBA2294;s__GCA_002345625.1	GCA_002345625.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__UBA2294;g__UBA2294;s__	100.0	0.98	GCA_002345625.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__UBA2294;g__UBA2294;s__	100.0	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria02048	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium_A;s__Desulfitobacterium_A metallireducens	GCF_000231405.2	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium_A;s__Desulfitobacterium_A metallireducens	100.0	1.0	GCF_000231405.2	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium_A;s__Desulfitobacterium_A metallireducens	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07601	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__COMBO-62-14;g__RBG-16-48-8;s__GCA_001795115.1	GCA_001795115.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__COMBO-62-14;g__RBG-16-48-8;s__	100.0	0.99	GCA_001795115.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__COMBO-62-14;g__RBG-16-48-8;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07316	d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__XYB2-FULL-49-35;g__XYB2-FULL-49-35;s__GCA_001797525.1	GCA_001797525.1	d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__XYB2-FULL-49-35;g__XYB2-FULL-49-35;s__	100.0	0.99	GCA_001797525.1	d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__XYB2-FULL-49-35;g__XYB2-FULL-49-35;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria11138	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__GCA_002298995.1	GCA_002298995.1	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__	100.0	0.99	GCA_002298995.1	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07814	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__Desulforhopalus sp1	GCA_001799365.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__Desulforhopalus sp1	100.0	0.99	GCA_001799365.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__Desulforhopalus sp1	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15632	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__GCA_002398105.1	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.69	0.86	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.69	0.86	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08079	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__YA12-FULL-48-11;g__YA12-FULL-48-11;s__GCA_001804885.1	GCA_001804885.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__YA12-FULL-48-11;g__YA12-FULL-48-11;s__	100.0	0.99	GCA_001804885.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__YA12-FULL-48-11;g__YA12-FULL-48-11;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07832	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__UBA9959;g__UBA9959;s__GCA_001799735.1	GCA_001799735.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__UBA9959;g__UBA9959;s__	100.0	1.0	GCA_001799735.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__UBA9959;g__UBA9959;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria11124	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus	GCF_900217235.1	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus	97.98	0.91	GCF_900217235.1	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus	97.98	0.91	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08629	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Thermoguttaceae;g__RBG-16-64-12;s__GCA_001828335.1	GCA_001828335.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Thermoguttaceae;g__RBG-16-64-12;s__	100.0	0.98	GCA_001828335.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Thermoguttaceae;g__RBG-16-64-12;s__	100.0	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria06781	d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__D2-FULL-39-29;s__GCA_001778375.1	GCA_001778375.1	d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__D2-FULL-39-29;s__	100.0	1.0	GCA_001778375.1	d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__D2-FULL-39-29;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria18042	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__GCA_002482655.1	GCA_002482655.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	100.0	1.0	GCA_002482655.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000007985.2, s__Geobacter sulfurreducens, 95.82, 0.94
bacteria08681	d__Bacteria;p__Spirochaetota;c__UBA12135;o__UBA12135;f__UBA12135;g__UBA12135;s__GCA_001829375.1	GCA_001829375.1	d__Bacteria;p__Spirochaetota;c__UBA12135;o__UBA12135;f__UBA12135;g__UBA12135;s__	100.0	0.98	GCA_001829375.1	d__Bacteria;p__Spirochaetota;c__UBA12135;o__UBA12135;f__UBA12135;g__UBA12135;s__	100.0	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	UBA12135, s__, 99.28, 0.71
bacteria12801	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2286;s__GCA_002345925.1	GCA_002345925.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2286;s__	100.0	1.0	GCA_002345925.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2286;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07722	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA9637;s__UBA9637 sp1	GCA_001797585.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA9637;s__UBA9637 sp1	99.2	0.9	GCA_001797585.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA9637;s__UBA9637 sp1	99.2	0.9	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07968	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__GCA_001802645.1	GCA_001802645.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__	100.0	1.0	GCA_001802645.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria22395	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	GCF_000178115.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	99.99	1.0	GCF_000178115.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	99.99	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria06350	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-35-48;g__GWF2-35-48;s__GCA_001769125.1	GCA_001769125.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-35-48;g__GWF2-35-48;s__	99.96	0.98	GCA_001769125.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-35-48;g__GWF2-35-48;s__	99.96	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07623	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWC2-55-46;s__	GCA_001595385.2	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__GWC2-55-46;g__GWC2-55-46;s__	100.0	1.0	N/A	N/A	N/A	N/A	ANI/Placement	topological placement and ANI have incongruent species assignments	
bacteria17323	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__GCA_002494095.1	GCA_002494095.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	96.22	0.74	GCA_002494095.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	96.22	0.74	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08100	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__GCA_001805105.1	GCA_001805105.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__	99.72	0.98	GCA_001805105.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA1546;g__UBA1546;s__	99.72	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria06371	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__GWB1-55-8;s__GCA_001769835.1	GCA_001769835.1	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__GWB1-55-8;s__	100.0	1.0	GCA_001769835.1	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA1018;g__GWB1-55-8;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria12162	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix;s__GCA_002329645.1	GCA_002329645.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix;s__	100.0	0.99	GCA_002329645.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15291	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp1	GCA_002413075.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp1	99.25	0.67	GCA_002413075.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp1	99.25	0.67	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07870	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__CG1-02-37-114;f__XYA2-FULL-39-19;g__OXYB2-FULL-48-7;s__GCA_001800495.1	GCA_001800495.1	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__CG1-02-37-114;f__XYA2-FULL-39-19;g__OXYB2-FULL-48-7;s__	100.0	0.98	GCA_001800495.1	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__CG1-02-37-114;f__XYA2-FULL-39-19;g__OXYB2-FULL-48-7;s__	100.0	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15105	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp1	GCA_002408445.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp1	99.23	0.67	GCA_002408445.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp1	99.23	0.67	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria14020	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Ruminiclostridium;s__Ruminiclostridium straminisolvens	GCF_000521465.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Ruminiclostridium;s__Ruminiclostridium straminisolvens	99.73	0.9	GCF_000521465.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Ruminiclostridium;s__Ruminiclostridium straminisolvens	99.73	0.9	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08675	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp1	GCA_001829185.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp1	99.95	0.99	GCA_001829185.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp1	99.95	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria18037	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__UBA7701;g__UBA7701;s__GCA_002482545.1	GCA_002482545.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__UBA7701;g__UBA7701;s__	100.0	1.0	GCA_002482545.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__UBA7701;g__UBA7701;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria12887	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__UBA2241;s__GCA_002347645.1	GCA_002347645.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__UBA2241;s__	100.0	1.0	GCA_002347645.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__UBA2241;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08742	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp1	GCA_001829185.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp1	99.99	0.97	GCA_001829185.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA12059;s__UBA12059 sp1	99.99	0.97	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08017	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__GWB2-47-37;s__GCA_001803635.1	GCA_001803635.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__GWB2-47-37;s__	100.0	0.99	GCA_001803635.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__GWB2-47-37;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08680	d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;g__GWE2-31-10;s__GCA_001829335.1	GCA_001829335.1	d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;g__GWE2-31-10;s__	99.95	0.94	GCA_001829335.1	d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;g__GWE2-31-10;s__	99.95	0.94	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria12104	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__WCHB1-27;g__WCHB1-27;s__WCHB1-27 sp1	UBA10529	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__WCHB1-27;g__WCHB1-27;s__WCHB1-27 sp1	99.51	0.69	UBA10529	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__WCHB1-27;g__WCHB1-27;s__WCHB1-27 sp1	99.51	0.69	ANI/Placement	topological placement and ANI have congruent species assignments	
