GCA_001766905.1	Acidobacteria bacterium RBG_13_68_16
GCA_002348365.1	Alphaproteobacteria bacterium UBA2966
GCA_002348275.1	Alphaproteobacteria bacterium UBA2973
GCA_002346765.1	Alphaproteobacteria bacterium UBA2984
GCA_002346425.1	Alphaproteobacteria bacterium UBA3002
GCA_002363775.1	Alphaproteobacteria bacterium UBA3203
GCA_002363755.1	Alphaproteobacteria bacterium UBA3205
GCA_002361365.1	Alphaproteobacteria bacterium UBA3307
GCA_002378945.1	Alphaproteobacteria bacterium UBA3437
GCA_002378605.1	Alphaproteobacteria bacterium UBA3439
GCA_002378855.1	Alphaproteobacteria bacterium UBA3447
GCA_002377535.1	Alphaproteobacteria bacterium UBA3502
GCA_002377485.1	Alphaproteobacteria bacterium UBA3504
GCA_002375465.1	Alphaproteobacteria bacterium UBA3612
GCA_002373935.1	Alphaproteobacteria bacterium UBA3635
GCA_002373615.1	Alphaproteobacteria bacterium UBA3637
GCA_002373815.1	Alphaproteobacteria bacterium UBA3650
GCA_002371155.1	Alphaproteobacteria bacterium UBA3760
GCA_002372315.1	Alphaproteobacteria bacterium UBA3768
GCA_002372275.1	Alphaproteobacteria bacterium UBA3773
GCA_002393065.1	Alphaproteobacteria bacterium UBA3864
GCA_002384365.1	Alphaproteobacteria bacterium UBA3994
GCA_002390505.1	Alphaproteobacteria bacterium UBA4436
GCA_002387605.1	Alphaproteobacteria bacterium UBA4588
GCA_002386485.1	Alphaproteobacteria bacterium UBA4623
GCA_002405795.1	Alphaproteobacteria bacterium UBA4642
GCA_002405015.1	Alphaproteobacteria bacterium UBA4684
GCA_002404635.1	Alphaproteobacteria bacterium UBA4704
GCA_002415125.1	Alphaproteobacteria bacterium UBA5046
GCA_002414925.1	Alphaproteobacteria bacterium UBA5058
GCA_002414755.1	Alphaproteobacteria bacterium UBA5086
GCA_002415575.1	Alphaproteobacteria bacterium UBA5103
GCA_002413205.1	Alphaproteobacteria bacterium UBA5181
GCA_002410125.1	Alphaproteobacteria bacterium UBA5343
GCA_002431425.1	Alphaproteobacteria bacterium UBA5885
GCA_002430515.1	Alphaproteobacteria bacterium UBA5951
GCA_002430425.1	Alphaproteobacteria bacterium UBA5956
GCA_002429315.1	Alphaproteobacteria bacterium UBA6038
GCA_002428885.1	Alphaproteobacteria bacterium UBA6062
GCA_002423155.1	Alphaproteobacteria bacterium UBA6149
GCA_002422205.1	Alphaproteobacteria bacterium UBA6178
GCA_002422795.1	Alphaproteobacteria bacterium UBA6187
GCA_002422745.1	Alphaproteobacteria bacterium UBA6189
GCA_002439085.1	Alphaproteobacteria bacterium UBA6324
GCA_002440305.1	Alphaproteobacteria bacterium UBA6334
GCA_002440235.1	Alphaproteobacteria bacterium UBA6347
GCA_002440165.1	Alphaproteobacteria bacterium UBA6349
GCA_002437805.1	Alphaproteobacteria bacterium UBA6358
GCA_002437745.1	Alphaproteobacteria bacterium UBA6372
GCA_002437665.1	Alphaproteobacteria bacterium UBA6376
GCA_002438565.1	Alphaproteobacteria bacterium UBA6411
GCA_002436795.1	Alphaproteobacteria bacterium UBA6467
GCA_002436715.1	Alphaproteobacteria bacterium UBA6471
GCA_002436595.1	Alphaproteobacteria bacterium UBA6477
GCA_002434595.1	Alphaproteobacteria bacterium UBA6544
GCA_002433405.1	Alphaproteobacteria bacterium UBA6605
GCA_002433205.1	Alphaproteobacteria bacterium UBA6615
GCA_002452175.1	Alphaproteobacteria bacterium UBA6830
GCA_002299005.1	Alphaproteobacteria bacterium UBA685
GCA_002451575.1	Alphaproteobacteria bacterium UBA6864
GCA_002452035.1	Alphaproteobacteria bacterium UBA6868
GCA_002448595.1	Alphaproteobacteria bacterium UBA6962
GCA_002492485.1	Alphaproteobacteria bacterium UBA7083
GCA_002298745.1	Alphaproteobacteria bacterium UBA723
GCA_002471575.1	Alphaproteobacteria bacterium UBA7314
GCA_002469865.1	Alphaproteobacteria bacterium UBA7371
GCA_002477185.1	Alphaproteobacteria bacterium UBA7488
GCA_002298515.1	Alphaproteobacteria bacterium UBA756
GCA_002477875.1	Alphaproteobacteria bacterium UBA7577
GCA_002482765.1	Alphaproteobacteria bacterium UBA7691
GCA_002297115.1	Alphaproteobacteria bacterium UBA780
GCA_002501105.1	Alphaproteobacteria bacterium UBA7887
GCA_002500465.1	Alphaproteobacteria bacterium UBA7893
GCA_002296855.1	Alphaproteobacteria bacterium UBA815
GCA_002296185.1	Alphaproteobacteria bacterium UBA828
GCA_002295635.1	Alphaproteobacteria bacterium UBA830
GCA_002291925.1	Alphaproteobacteria bacterium UBA998
GCA_002314215.1	Alteromonadaceae bacterium UBA1089
GCA_002313575.1	Alteromonadaceae bacterium UBA1099
GCA_002308075.1	Alteromonadaceae bacterium UBA1282
GCA_002306695.1	Alteromonadaceae bacterium UBA1334
GCA_002323905.1	Alteromonadaceae bacterium UBA1517
GCA_002336345.1	Alteromonadaceae bacterium UBA1974
GCA_002335925.1	Alteromonadaceae bacterium UBA1980
GCA_002339125.1	Alteromonadaceae bacterium UBA2620
GCA_002360835.1	Alteromonadaceae bacterium UBA3345
GCA_002448695.1	Alteromonadaceae bacterium UBA6945
GCA_002471965.1	Alteromonadaceae bacterium UBA7296
GCA_002471585.1	Alteromonadaceae bacterium UBA7313
GCA_002469715.1	Alteromonadaceae bacterium UBA7387
GCA_002480605.1	Alteromonadaceae bacterium UBA7799
GCA_002500055.1	Alteromonadaceae bacterium UBA7877
GCA_002296505.1	Alteromonadaceae bacterium UBA820
GCA_002295415.1	Alteromonadaceae bacterium UBA858
GCA_002294645.1	Alteromonadaceae bacterium UBA884
GCA_002296105.1	Alteromonas australica
GCA_002296005.1	Alteromonas australica
GCA_002314095.1	Alteromonas australica
GCA_002341225.1	Alteromonas australica
GCA_002336065.1	Alteromonas australica
GCA_002331525.1	Alteromonas australica
GCA_002321865.1	Alteromonas australica
GCA_002360575.1	Alteromonas australica
GCA_002358795.1	Alteromonas australica
GCA_002358715.1	Alteromonas australica
GCA_002393315.1	Alteromonas australica
GCA_002433285.1	Alteromonas australica
GCA_002436375.1	Alteromonas australica
GCA_002501245.1	Alteromonas australica
GCA_002471925.1	Alteromonas australica
GCA_002471465.1	Alteromonas australica
GCA_002470725.1	Alteromonas australica
GCA_002450605.1	Alteromonas australica
GCA_002500615.1	Alteromonas macleodii
GCA_002433325.1	Alteromonas macleodii
GCA_002380205.1	Alteromonas macleodii
GCA_002377105.1	Alteromonas macleodii
GCA_002323435.1	Alteromonas macleodii
GCA_002340855.1	Alteromonas macleodii
GCA_002339095.1	Alteromonas macleodii
GCA_002313715.1	Alteromonas macleodii
GCA_002320795.1	Alteromonas macleodii
GCA_002291655.1	Alteromonas macleodii
GCA_002341625.1	Alteromonas mediterranea
GCA_002338585.1	Alteromonas sp. UBA1848
GCA_002341685.1	Alteromonas sp. UBA2493
GCA_002316915.1	Aminobacterium sp. UBA1031
GCA_002400205.1	Aminobacterium sp. UBA4834
GCA_002398195.1	Aminobacterium sp. UBA4902
GCA_002398115.1	Aminobacterium sp. UBA4908
GCA_002397995.1	Aminobacterium sp. UBA4919
GCA_002397715.1	Aminobacterium sp. UBA4934
GCA_002396985.1	Aminobacterium sp. UBA4987
GCA_002408705.1	Aminobacterium sp. UBA5257
GCA_002411425.1	Aminobacterium sp. UBA5277
GCA_002409905.1	Aminobacterium sp. UBA5367
GCA_002407765.1	Aminobacterium sp. UBA5393
GCA_002407665.1	Aminobacterium sp. UBA5410
GCA_002424405.1	Aminobacterium sp. UBA5437
GCA_002427125.1	Aminobacterium sp. UBA5475
GCA_002424005.1	Aminobacterium sp. UBA5495
GCA_002426185.1	Aminobacterium sp. UBA5514
GCA_002432275.1	Aminobacterium sp. UBA5845
GCA_002325615.1	Amoebophilaceae bacterium UBA1467
GCA_002429515.1	Amoebophilaceae bacterium UBA6012
GCA_002385485.1	Anaerobaculum sp. UBA3949
GCA_002433005.1	Anaerobaculum sp. UBA5826
GCA_002359915.1	Anaerococcus sp. UBA2626
GCA_002311995.1	Anaerolineaceae bacterium UBA1024
GCA_002306055.1	Anaerolineaceae bacterium UBA1363
GCA_002305635.1	Anaerolineaceae bacterium UBA1415
GCA_002328785.1	Anaerolineaceae bacterium UBA2178
GCA_002347485.1	Anaerolineaceae bacterium UBA2260
GCA_002347705.1	Anaerolineaceae bacterium UBA2274
GCA_002347375.1	Anaerolineaceae bacterium UBA2275
GCA_002385985.1	Anaerolineaceae bacterium UBA3924
GCA_002381985.1	Anaerolineaceae bacterium UBA4063
GCA_002383615.1	Anaerolineaceae bacterium UBA4081
GCA_002403205.1	Anaerolineaceae bacterium UBA4775
GCA_002403105.1	Anaerolineaceae bacterium UBA4781
GCA_002403055.1	Anaerolineaceae bacterium UBA4784
GCA_002402725.1	Anaerolineaceae bacterium UBA4799
GCA_002400055.1	Anaerolineaceae bacterium UBA4841
GCA_002399605.1	Anaerolineaceae bacterium UBA4864
GCA_002399085.1	Anaerolineaceae bacterium UBA4890
GCA_002398025.1	Anaerolineaceae bacterium UBA4918
GCA_002397825.1	Anaerolineaceae bacterium UBA4929
GCA_002397785.1	Anaerolineaceae bacterium UBA4931
GCA_002412845.1	Anaerolineaceae bacterium UBA5199
GCA_002412595.1	Anaerolineaceae bacterium UBA5211
GCA_002409365.1	Anaerolineaceae bacterium UBA5224
GCA_002409255.1	Anaerolineaceae bacterium UBA5229
GCA_002409015.1	Anaerolineaceae bacterium UBA5241
GCA_002408985.1	Anaerolineaceae bacterium UBA5243
GCA_002411175.1	Anaerolineaceae bacterium UBA5311
GCA_002408015.1	Anaerolineaceae bacterium UBA5344
GCA_002410045.1	Anaerolineaceae bacterium UBA5355
GCA_002410005.1	Anaerolineaceae bacterium UBA5358
GCA_002407905.1	Anaerolineaceae bacterium UBA5365
GCA_002409625.1	Anaerolineaceae bacterium UBA5404
GCA_002424315.1	Anaerolineaceae bacterium UBA5440
GCA_002419545.1	Anaerolineaceae bacterium UBA5728
GCA_002417685.1	Anaerolineaceae bacterium UBA5823
GCA_002432795.1	Anaerolineaceae bacterium UBA5838
GCA_002436085.1	Anaerolineaceae bacterium UBA6073
GCA_002436005.1	Anaerolineaceae bacterium UBA6086
GCA_002423495.1	Anaerolineaceae bacterium UBA6105
GCA_002428455.1	Anaerolineaceae bacterium UBA6107
GCA_002435825.1	Anaerolineaceae bacterium UBA6133
GCA_002422245.1	Anaerolineaceae bacterium UBA6170
GCA_002452315.1	Anaerolineaceae bacterium UBA6801
GCA_002298885.1	Anaerolineaceae bacterium UBA700
GCA_002483705.1	Anaerolineaceae bacterium UBA7644
GCA_002311455.1	Anaerolineales bacterium UBA1136
GCA_002329325.1	Anaerolineales bacterium UBA1429
GCA_002332795.1	Anaerolineales bacterium UBA2029
GCA_002328075.1	Anaerolineales bacterium UBA2181
GCA_002327925.1	Anaerolineales bacterium UBA2200
GCA_002348045.1	Anaerolineales bacterium UBA2232
GCA_002345645.1	Anaerolineales bacterium UBA2285
GCA_002345215.1	Anaerolineales bacterium UBA2317
GCA_002345105.1	Anaerolineales bacterium UBA2323
GCA_002344415.1	Anaerolineales bacterium UBA2356
GCA_002344295.1	Anaerolineales bacterium UBA2374
GCA_002344225.1	Anaerolineales bacterium UBA2378
GCA_002343775.1	Anaerolineales bacterium UBA2395
GCA_002343625.1	Anaerolineales bacterium UBA2414
GCA_002352035.1	Anaerolineales bacterium UBA2796
GCA_002346435.1	Anaerolineales bacterium UBA3001
GCA_002366755.1	Anaerolineales bacterium UBA3071
GCA_002366595.1	Anaerolineales bacterium UBA3082
GCA_002377585.1	Anaerolineales bacterium UBA3499
GCA_002391565.1	Anaerolineales bacterium UBA3905
GCA_002385675.1	Anaerolineales bacterium UBA3940
GCA_002380735.1	Anaerolineales bacterium UBA4142
GCA_002402475.1	Anaerolineales bacterium UBA4811
GCA_002402275.1	Anaerolineales bacterium UBA4823
GCA_002400365.1	Anaerolineales bacterium UBA4826
GCA_002415895.1	Anaerolineales bacterium UBA5069
GCA_002412925.1	Anaerolineales bacterium UBA5195
GCA_002412505.1	Anaerolineales bacterium UBA5215
GCA_002425105.1	Anaerolineales bacterium UBA5587
GCA_002418215.1	Anaerolineales bacterium UBA5796
GCA_002418205.1	Anaerolineales bacterium UBA5797
GCA_002428985.1	Anaerolineales bacterium UBA6055
GCA_002428565.1	Anaerolineales bacterium UBA6092
GCA_002423325.1	Anaerolineales bacterium UBA6128
GCA_002435875.1	Anaerolineales bacterium UBA6131
GCA_002455335.1	Anaerolineales bacterium UBA6663
GCA_002455305.1	Anaerolineales bacterium UBA6665
GCA_002455215.1	Anaerolineales bacterium UBA6668
GCA_002473085.1	Anaerolineales bacterium UBA7227
GCA_002296125.1	Anaerolineales bacterium UBA832
GCA_002294405.1	Anaerolineales bacterium UBA877
GCA_002372665.1	Anaerovibrio lipolyticus
GCA_002375825.1	Aneurinibacillus sp. UBA3580
GCA_002328915.1	Aquabacterium sp. UBA2148
GCA_002299825.1	Aquabacterium sp. UBA666
GCA_002341805.1	Aquificaceae bacterium UBA2488
GCA_002507545.1	Archaeoglobus sp. UBA230
GCA_002507315.1	Archaeoglobus sp. UBA231
GCA_002494625.1	Archaeoglobus sp. UBA234
GCA_002494665.1	Archaeoglobus sp. UBA236
GCA_002306255.1	Arcobacter sp. UBA1348
GCA_002342995.1	Arcobacter sp. UBA2431
GCA_002342795.1	Arcobacter sp. UBA2434
GCA_002342715.1	Arcobacter sp. UBA2438
GCA_002342845.1	Arcobacter sp. UBA2443
GCA_002382265.1	Arcobacter sp. UBA4038
GCA_002452915.1	Arcobacter sp. UBA6788
GCA_002452865.1	Arcobacter sp. UBA6789
GCA_002470185.1	Arcobacter sp. UBA7394
GCA_002364255.1	Arenibacter sp. UBA3178
GCA_002363855.1	Arenibacter sp. UBA3199
GCA_002305165.1	Armatimonadetes bacterium UBA1398
GCA_002411015.1	Armatimonadetes bacterium UBA5352
GCA_002407825.1	Armatimonadetes bacterium UBA5377
GCA_002409445.1	Armatimonadetes bacterium UBA5419
GCA_002431715.1	Armatimonadetes bacterium UBA5829
GCA_002330965.1	Arsenicicoccus sp. UBA2120
GCA_002453335.1	Arsenicicoccus sp. UBA6765
GCA_002479615.1	Arsenicicoccus sp. UBA7492
GCA_002364615.1	Arsukibacterium sp. UBA3155
GCA_002364035.1	Arsukibacterium sp. UBA3189
GCA_002381445.1	Arsukibacterium sp. UBA4203
GCA_002381465.1	Arsukibacterium sp. UBA4212
GCA_002415085.1	Arsukibacterium sp. UBA5043
GCA_002342035.1	Asticcacaulis sp. UBA2476
GCA_002312035.1	Atopobiaceae bacterium UBA1025
GCA_002305995.1	Atopobiaceae bacterium UBA1367
GCA_002349685.1	Atopobiaceae bacterium UBA2890
GCA_002350025.1	Atopobiaceae bacterium UBA2902
GCA_002373915.1	Atopobiaceae bacterium UBA3639
GCA_002372105.1	Atopobiaceae bacterium UBA3698
GCA_002394825.1	Atopobiaceae bacterium UBA4299
GCA_002391145.1	Atopobiaceae bacterium UBA4384
GCA_002400225.1	Atopobiaceae bacterium UBA4833
GCA_002399855.1	Atopobiaceae bacterium UBA4852
GCA_002399205.1	Atopobiaceae bacterium UBA4884
GCA_002397865.1	Atopobiaceae bacterium UBA4927
GCA_002398695.1	Atopobiaceae bacterium UBA4955
GCA_002397145.1	Atopobiaceae bacterium UBA4973
GCA_002409295.1	Atopobiaceae bacterium UBA5228
GCA_002411255.1	Atopobiaceae bacterium UBA5303
GCA_002408265.1	Atopobiaceae bacterium UBA5321
GCA_002407925.1	Atopobiaceae bacterium UBA5363
GCA_002409845.1	Atopobiaceae bacterium UBA5372
GCA_002409535.1	Atopobiaceae bacterium UBA5415
GCA_002424385.1	Atopobiaceae bacterium UBA5428
GCA_002424225.1	Atopobiaceae bacterium UBA5465
GCA_002423885.1	Atopobiaceae bacterium UBA5513
GCA_002449555.1	Atopobiaceae bacterium UBA7016
GCA_002472065.1	Atopobiaceae bacterium UBA7288
GCA_002481895.1	Atopobiaceae bacterium UBA7734
GCA_002305805.1	Atopobium sp. UBA1382
GCA_002331325.1	Atopobium sp. UBA2085
GCA_002331575.1	Atopobium sp. UBA2090
GCA_002354295.1	Atopobium sp. UBA2729
GCA_002373195.1	Atopobium sp. UBA3664
GCA_002372795.1	Atopobium sp. UBA3697
GCA_002395035.1	Atopobium sp. UBA4279
GCA_002394775.1	Atopobium sp. UBA4302
GCA_002407785.1	Atopobium sp. UBA5378
GCA_002431785.1	Atopobium sp. UBA5910
GCA_002440065.1	Atopobium sp. UBA6362
GCA_002472645.1	Atopobium sp. UBA7261
GCA_002472085.1	Atopobium sp. UBA7291
GCA_002481785.1	Atopobium sp. UBA7740
GCA_002481765.1	Atopobium sp. UBA7741
GCA_002481605.1	Atopobium sp. UBA7748
GCA_002481455.1	Atopobium sp. UBA7756
GCA_002481105.1	Atopobium sp. UBA7774
GCA_002480845.1	Atopobium sp. UBA7788
GCA_002320995.1	Bacillaceae bacterium UBA1651
GCA_002381665.1	Bacillaceae bacterium UBA4111
GCA_002480735.1	Bacillaceae bacterium UBA7792
GCA_002316135.1	Bacillales bacterium UBA1070
GCA_002316075.1	Bacillales bacterium UBA1073
GCA_002313845.1	Bacillales bacterium UBA1078
GCA_002313775.1	Bacillales bacterium UBA1083
GCA_002314035.1	Bacillales bacterium UBA1106
GCA_002313405.1	Bacillales bacterium UBA1110
GCA_002310135.1	Bacillales bacterium UBA1188
GCA_002309035.1	Bacillales bacterium UBA1231
GCA_002308275.1	Bacillales bacterium UBA1245
GCA_002308535.1	Bacillales bacterium UBA1261
GCA_002306335.1	Bacillales bacterium UBA1361
GCA_002304855.1	Bacillales bacterium UBA1423
GCA_002329705.1	Bacillales bacterium UBA1424
GCA_002329485.1	Bacillales bacterium UBA1427
GCA_002321395.1	Bacillales bacterium UBA1624
GCA_002317215.1	Bacillales bacterium UBA1709
GCA_002317145.1	Bacillales bacterium UBA1719
GCA_002315915.1	Bacillales bacterium UBA1737
GCA_002314915.1	Bacillales bacterium UBA1744
GCA_002347755.1	Bacillales bacterium UBA2253
GCA_002345505.1	Bacillales bacterium UBA2289
GCA_002345425.1	Bacillales bacterium UBA2298
GCA_002342545.1	Bacillales bacterium UBA2450
GCA_002355235.1	Bacillales bacterium UBA2730
GCA_002353275.1	Bacillales bacterium UBA2753
GCA_002349875.1	Bacillales bacterium UBA2919
GCA_002363705.1	Bacillales bacterium UBA3206
GCA_002363735.1	Bacillales bacterium UBA3207
GCA_002363635.1	Bacillales bacterium UBA3210
GCA_002363075.1	Bacillales bacterium UBA3221
GCA_002362595.1	Bacillales bacterium UBA3260
GCA_002359095.1	Bacillales bacterium UBA3375
GCA_002358935.1	Bacillales bacterium UBA3384
GCA_002376065.1	Bacillales bacterium UBA3566
GCA_002375205.1	Bacillales bacterium UBA3620
GCA_002374055.1	Bacillales bacterium UBA3631
GCA_002373955.1	Bacillales bacterium UBA3634
GCA_002373085.1	Bacillales bacterium UBA3668
GCA_002369415.1	Bacillales bacterium UBA3789
GCA_002392945.1	Bacillales bacterium UBA3835
GCA_002392585.1	Bacillales bacterium UBA3853
GCA_002385755.1	Bacillales bacterium UBA3935
GCA_002385565.1	Bacillales bacterium UBA3945
GCA_002385575.1	Bacillales bacterium UBA3946
GCA_002383695.1	Bacillales bacterium UBA4045
GCA_002383305.1	Bacillales bacterium UBA4089
GCA_002383285.1	Bacillales bacterium UBA4100
GCA_002395465.1	Bacillales bacterium UBA4244
GCA_002395065.1	Bacillales bacterium UBA4278
GCA_002393905.1	Bacillales bacterium UBA4365
GCA_002390925.1	Bacillales bacterium UBA4401
GCA_002386415.1	Bacillales bacterium UBA4622
GCA_002404995.1	Bacillales bacterium UBA4682
GCA_002404925.1	Bacillales bacterium UBA4686
GCA_002404865.1	Bacillales bacterium UBA4691
GCA_002404835.1	Bacillales bacterium UBA4694
GCA_002404805.1	Bacillales bacterium UBA4695
GCA_002400145.1	Bacillales bacterium UBA4837
GCA_002399785.1	Bacillales bacterium UBA4855
GCA_002399765.1	Bacillales bacterium UBA4856
GCA_002399505.1	Bacillales bacterium UBA4869
GCA_002398305.1	Bacillales bacterium UBA4895
GCA_002397615.1	Bacillales bacterium UBA4940
GCA_002397545.1	Bacillales bacterium UBA4944
GCA_002397465.1	Bacillales bacterium UBA4951
GCA_002397395.1	Bacillales bacterium UBA4956
GCA_002416285.1	Bacillales bacterium UBA5026
GCA_002408745.1	Bacillales bacterium UBA5254
GCA_002411005.1	Bacillales bacterium UBA5348
GCA_002410945.1	Bacillales bacterium UBA5360
GCA_002410935.1	Bacillales bacterium UBA5364
GCA_002410845.1	Bacillales bacterium UBA5376
GCA_002409415.1	Bacillales bacterium UBA5421
GCA_002427365.1	Bacillales bacterium UBA5455
GCA_002425325.1	Bacillales bacterium UBA5578
GCA_002424895.1	Bacillales bacterium UBA5600
GCA_002424815.1	Bacillales bacterium UBA5603
GCA_002421405.1	Bacillales bacterium UBA5632
GCA_002419505.1	Bacillales bacterium UBA5729
GCA_002419445.1	Bacillales bacterium UBA5732
GCA_002432395.1	Bacillales bacterium UBA5900
GCA_002431225.1	Bacillales bacterium UBA5913
GCA_002431755.1	Bacillales bacterium UBA5914
GCA_002422535.1	Bacillales bacterium UBA6120
GCA_002441135.1	Bacillales bacterium UBA6259
GCA_002439055.1	Bacillales bacterium UBA6325
GCA_002438065.1	Bacillales bacterium UBA6331
GCA_002438995.1	Bacillales bacterium UBA6332
GCA_002438925.1	Bacillales bacterium UBA6338
GCA_002440155.1	Bacillales bacterium UBA6352
GCA_002440125.1	Bacillales bacterium UBA6356
GCA_002438825.1	Bacillales bacterium UBA6371
GCA_002438785.1	Bacillales bacterium UBA6380
GCA_002438695.1	Bacillales bacterium UBA6390
GCA_002439865.1	Bacillales bacterium UBA6400
GCA_002438545.1	Bacillales bacterium UBA6414
GCA_002438515.1	Bacillales bacterium UBA6415
GCA_002439645.1	Bacillales bacterium UBA6423
GCA_002439555.1	Bacillales bacterium UBA6448
GCA_002437105.1	Bacillales bacterium UBA6449
GCA_002437005.1	Bacillales bacterium UBA6456
GCA_002436825.1	Bacillales bacterium UBA6465
GCA_002436625.1	Bacillales bacterium UBA6476
GCA_002299475.1	Bacillales bacterium UBA660
GCA_002453315.1	Bacillales bacterium UBA6768
GCA_002453275.1	Bacillales bacterium UBA6769
GCA_002449265.1	Bacillales bacterium UBA6865
GCA_002451465.1	Bacillales bacterium UBA6877
GCA_002449135.1	Bacillales bacterium UBA6879
GCA_002451385.1	Bacillales bacterium UBA6883
GCA_002451375.1	Bacillales bacterium UBA6886
GCA_002450035.1	Bacillales bacterium UBA6985
GCA_002449755.1	Bacillales bacterium UBA7004
GCA_002494205.1	Bacillales bacterium UBA7029
GCA_002493865.1	Bacillales bacterium UBA7057
GCA_002472275.1	Bacillales bacterium UBA7278
GCA_002297925.1	Bacillales bacterium UBA733
GCA_002298615.1	Bacillales bacterium UBA742
GCA_002297365.1	Bacillales bacterium UBA743
GCA_002477275.1	Bacillales bacterium UBA7476
GCA_002297295.1	Bacillales bacterium UBA754
GCA_002478085.1	Bacillales bacterium UBA7554
GCA_002476715.1	Bacillales bacterium UBA7559
GCA_002477835.1	Bacillales bacterium UBA7580
GCA_002477825.1	Bacillales bacterium UBA7581
GCA_002478915.1	Bacillales bacterium UBA7595
GCA_002483745.1	Bacillales bacterium UBA7642
GCA_002483615.1	Bacillales bacterium UBA7649
GCA_002482465.1	Bacillales bacterium UBA7706
GCA_002481535.1	Bacillales bacterium UBA7752
GCA_002296455.1	Bacillales bacterium UBA782
GCA_002297105.1	Bacillales bacterium UBA783
GCA_002297045.1	Bacillales bacterium UBA784
GCA_002296445.1	Bacillales bacterium UBA786
GCA_002501335.1	Bacillales bacterium UBA7864
GCA_002296405.1	Bacillales bacterium UBA795
GCA_002292805.1	Bacillales bacterium UBA970
GCA_002419985.1	Bacillus amyloliquefaciens
GCA_002421225.1	Bacillus cereus
GCA_002427705.1	Bacillus cereus
GCA_002379925.1	Bacillus cereus
GCA_002293925.1	Bacillus marisflavi
GCA_002379935.1	Bacillus megaterium
GCA_002382215.1	Bacillus pumilus
GCA_002421265.1	Bacillus pumilus
GCA_002322735.1	Bacillus subtilis
GCA_002338765.1	Bacillus subtilis
GCA_002293225.1	Bacillus subtilis
GCA_002385135.1	Bacillus thuringiensis
GCA_002291495.1	Bacteriovoracaceae bacterium UBA1018
GCA_002306735.1	Bacteriovoracaceae bacterium UBA1331
GCA_002323535.1	Bacteriovoracaceae bacterium UBA1511
GCA_002343335.1	Bacteriovoracaceae bacterium UBA2394
GCA_002343545.1	Bacteriovoracaceae bacterium UBA2428
GCA_002366565.1	Bacteriovoracaceae bacterium UBA3083
GCA_002360815.1	Bacteriovoracaceae bacterium UBA3346
GCA_002360845.1	Bacteriovoracaceae bacterium UBA3347
GCA_002381945.1	Bacteriovoracaceae bacterium UBA4096
GCA_002381765.1	Bacteriovoracaceae bacterium UBA4097
GCA_002379495.1	Bacteriovoracaceae bacterium UBA4207
GCA_002387735.1	Bacteriovoracaceae bacterium UBA4573
GCA_002430665.1	Bacteriovoracaceae bacterium UBA5945
GCA_002435705.1	Bacteriovoracaceae bacterium UBA6144
GCA_002428265.1	Bacteriovoracaceae bacterium UBA6153
GCA_002435795.1	Bacteriovoracaceae bacterium UBA6166
GCA_002422605.1	Bacteriovoracaceae bacterium UBA6200
GCA_002440825.1	Bacteriovoracaceae bacterium UBA6261
GCA_002435165.1	Bacteriovoracaceae bacterium UBA6504
GCA_002435175.1	Bacteriovoracaceae bacterium UBA6507
GCA_002433865.1	Bacteriovoracaceae bacterium UBA6582
GCA_002450715.1	Bacteriovoracaceae bacterium UBA6935
GCA_002474345.1	Bacteriovoracaceae bacterium UBA7317
GCA_002482685.1	Bacteriovoracaceae bacterium UBA7695
GCA_002295965.1	Bacteriovoracaceae bacterium UBA843
GCA_002295955.1	Bacteriovoracaceae bacterium UBA845
GCA_002293765.1	Bacteriovoracaceae bacterium UBA923
GCA_002338505.1	Bacteriovorax sp. UBA1852
GCA_002354235.1	Bacteriovorax sp. UBA2704
GCA_002349865.1	Bacteroidaceae bacterium UBA2918
GCA_002316835.1	Bacteroidales bacterium UBA1035
GCA_002316735.1	Bacteroidales bacterium UBA1040
GCA_002316235.1	Bacteroidales bacterium UBA1064
GCA_002316175.1	Bacteroidales bacterium UBA1068
GCA_002316095.1	Bacteroidales bacterium UBA1071
GCA_002316105.1	Bacteroidales bacterium UBA1072
GCA_002314195.1	Bacteroidales bacterium UBA1077
GCA_002314015.1	Bacteroidales bacterium UBA1107
GCA_002313435.1	Bacteroidales bacterium UBA1111
GCA_002311655.1	Bacteroidales bacterium UBA1173
GCA_002311645.1	Bacteroidales bacterium UBA1176
GCA_002309935.1	Bacteroidales bacterium UBA1178
GCA_002309915.1	Bacteroidales bacterium UBA1179
GCA_002310195.1	Bacteroidales bacterium UBA1180
GCA_002310215.1	Bacteroidales bacterium UBA1181
GCA_002310015.1	Bacteroidales bacterium UBA1182
GCA_002310235.1	Bacteroidales bacterium UBA1184
GCA_002309835.1	Bacteroidales bacterium UBA1187
GCA_002309805.1	Bacteroidales bacterium UBA1189
GCA_002310175.1	Bacteroidales bacterium UBA1192
GCA_002309855.1	Bacteroidales bacterium UBA1195
GCA_002309995.1	Bacteroidales bacterium UBA1197
GCA_002309795.1	Bacteroidales bacterium UBA1199
GCA_002310075.1	Bacteroidales bacterium UBA1204
GCA_002309615.1	Bacteroidales bacterium UBA1205
GCA_002309955.1	Bacteroidales bacterium UBA1208
GCA_002309475.1	Bacteroidales bacterium UBA1215
GCA_002309255.1	Bacteroidales bacterium UBA1216
GCA_002309335.1	Bacteroidales bacterium UBA1217
GCA_002309295.1	Bacteroidales bacterium UBA1219
