GCA_001766905.1	Acidobacteria bacterium RBG_13_68_16
GCA_001791145.1	Candidatus Uhrbacteria bacterium
GCA_001791155.1	Candidatus Uhrbacteria bacterium
GCA_001791195.1	Candidatus Uhrbacteria bacterium
GCA_001791205.1	Candidatus Uhrbacteria bacterium
GCA_001791245.1	Candidatus Uhrbacteria bacterium
GCA_001791225.1	Candidatus Uhrbacteria bacterium
GCA_001791275.1	Candidatus Uhrbacteria bacterium
GCA_001791305.1	Candidatus Uhrbacteria bacterium
GCA_001791295.1	Candidatus Uhrbacteria bacterium
GCA_001791325.1	Candidatus Uhrbacteria bacterium
GCA_001791335.1	Candidatus Uhrbacteria bacterium
GCA_001791375.1	Candidatus Uhrbacteria bacterium
GCA_001791385.1	Candidatus Uhrbacteria bacterium
GCA_001791415.1	Candidatus Uhrbacteria bacterium
GCA_001791425.1	Candidatus Uhrbacteria bacterium
GCA_001791455.1	Candidatus Uhrbacteria bacterium
GCA_001791465.1	Candidatus Uhrbacteria bacterium
GCA_001791475.1	Candidatus Uhrbacteria bacterium
GCA_001791505.1	Candidatus Uhrbacteria bacterium
GCA_001791575.1	Candidatus Uhrbacteria bacterium
GCA_001791535.1	Candidatus Uhrbacteria bacterium
GCA_001791555.1	Candidatus Uhrbacteria bacterium
GCA_001791565.1	Candidatus Uhrbacteria bacterium
GCA_001791615.1	Candidatus Uhrbacteria bacterium
GCA_001791635.1	Candidatus Uhrbacteria bacterium
GCA_001791645.1	Candidatus Uhrbacteria bacterium
GCA_001791655.1	Candidatus Uhrbacteria bacterium
GCA_001791695.1	Candidatus Uhrbacteria bacterium
GCA_001791715.1	Candidatus Uhrbacteria bacterium
GCA_001791725.1	Candidatus Uhrbacteria bacterium
GCA_001791735.1	Candidatus Uhrbacteria bacterium
GCA_001791745.1	Candidatus Uhrbacteria bacterium
GCA_001824755.1	Candidatus Veblenbacteria bacterium
GCA_001824795.1	Candidatus Veblenbacteria bacterium
GCA_001822975.1	Candidatus Veblenbacteria bacterium
GCA_001822985.1	Candidatus Veblenbacteria bacterium
GCA_001823015.1	Candidatus Veblenbacteria bacterium
GCA_001823025.1	Candidatus Vogelbacteria bacterium
GCA_001823055.1	Candidatus Vogelbacteria bacterium
GCA_001824815.1	Candidatus Vogelbacteria bacterium
GCA_001823065.1	Candidatus Vogelbacteria bacterium
GCA_001824825.1	Candidatus Vogelbacteria bacterium
GCA_001823095.1	Candidatus Vogelbacteria bacterium
GCA_001824845.1	Candidatus Vogelbacteria bacterium
GCA_001791795.1	Candidatus Wallbacteria bacterium
GCA_001824875.1	Candidatus Wildermuthbacteria bacterium
GCA_001823105.1	Candidatus Wildermuthbacteria bacterium
GCA_001823135.1	Candidatus Wildermuthbacteria bacterium
GCA_001824885.1	Candidatus Wildermuthbacteria bacterium
GCA_001823155.1	Candidatus Wildermuthbacteria bacterium
GCA_001824915.1	Candidatus Wildermuthbacteria bacterium
GCA_001823165.1	Candidatus Wildermuthbacteria bacterium
GCA_001823185.1	Candidatus Wildermuthbacteria bacterium
GCA_001823215.1	Candidatus Wildermuthbacteria bacterium
GCA_001823235.1	Candidatus Wildermuthbacteria bacterium
GCA_001824925.1	Candidatus Wildermuthbacteria bacterium
GCA_001823255.1	Candidatus Wildermuthbacteria bacterium
GCA_001823265.1	Candidatus Wildermuthbacteria bacterium
GCA_001824955.1	Candidatus Wildermuthbacteria bacterium
GCA_001823295.1	Candidatus Wildermuthbacteria bacterium
GCA_001823315.1	Candidatus Wildermuthbacteria bacterium
GCA_001824975.1	Candidatus Wildermuthbacteria bacterium
GCA_001823335.1	Candidatus Wildermuthbacteria bacterium
GCA_001824985.1	Candidatus Wildermuthbacteria bacterium
GCA_001825005.1	Candidatus Wildermuthbacteria bacterium
GCA_001823345.1	Candidatus Wildermuthbacteria bacterium
GCA_001823375.1	Candidatus Wildermuthbacteria bacterium
GCA_001823385.1	Candidatus Wildermuthbacteria bacterium
GCA_001823415.1	Candidatus Wildermuthbacteria bacterium
GCA_001823425.1	Candidatus Wildermuthbacteria bacterium
GCA_001823455.1	Candidatus Wildermuthbacteria bacterium
GCA_001823475.1	Candidatus Wildermuthbacteria bacterium
GCA_001825035.1	Candidatus Wildermuthbacteria bacterium
GCA_001791825.1	Candidatus Woesearchaeota archaeon
GCA_001791815.1	Candidatus Woesebacteria bacterium
GCA_001791835.1	Candidatus Woesebacteria bacterium
GCA_001791885.1	Candidatus Woesebacteria bacterium
GCA_001791895.1	Candidatus Woesebacteria bacterium
GCA_001791875.1	Candidatus Woesebacteria bacterium
GCA_001791935.1	Candidatus Woesebacteria bacterium
GCA_001791955.1	Candidatus Woesebacteria bacterium
GCA_001791965.1	Candidatus Woesebacteria bacterium
GCA_001791995.1	Candidatus Woesebacteria bacterium
GCA_001792005.1	Candidatus Woesebacteria bacterium
GCA_001792035.1	Candidatus Woesebacteria bacterium
GCA_001792055.1	Candidatus Woesebacteria bacterium
GCA_001792065.1	Candidatus Woesebacteria bacterium
GCA_001792075.1	Candidatus Woesebacteria bacterium
GCA_001792115.1	Candidatus Woesebacteria bacterium
GCA_001792135.1	Candidatus Woesebacteria bacterium
GCA_001792155.1	Candidatus Woesebacteria bacterium
GCA_001792165.1	Candidatus Woesebacteria bacterium
GCA_001792185.1	Candidatus Woesebacteria bacterium
GCA_001792215.1	Candidatus Woesebacteria bacterium
GCA_001792225.1	Candidatus Woesebacteria bacterium
GCA_001792255.1	Candidatus Woesebacteria bacterium
GCA_001792265.1	Candidatus Woesebacteria bacterium
GCA_001792295.1	Candidatus Woesebacteria bacterium
GCA_001792305.1	Candidatus Woesebacteria bacterium
GCA_001792335.1	Candidatus Woesebacteria bacterium
GCA_001792345.1	Candidatus Woesebacteria bacterium
GCA_001792385.1	Candidatus Woesebacteria bacterium
GCA_001792375.1	Candidatus Woesebacteria bacterium
GCA_001792425.1	Candidatus Woesebacteria bacterium
GCA_001792415.1	Candidatus Woesebacteria bacterium
GCA_001792465.1	Candidatus Woesebacteria bacterium
GCA_001792455.1	Candidatus Woesebacteria bacterium
GCA_001792495.1	Candidatus Woesebacteria bacterium
GCA_001792515.1	Candidatus Woesebacteria bacterium
GCA_001792535.1	Candidatus Woesebacteria bacterium
GCA_001792545.1	Candidatus Woesebacteria bacterium
GCA_001792575.1	Candidatus Woesebacteria bacterium
GCA_001792585.1	Candidatus Woesebacteria bacterium
GCA_001792935.1	Candidatus Woesebacteria bacterium
GCA_001792925.1	Candidatus Woesebacteria bacterium
GCA_001792945.1	Candidatus Woesebacteria bacterium
GCA_001792915.1	Candidatus Woesebacteria bacterium
GCA_001792995.1	Candidatus Woesebacteria bacterium
GCA_001793005.1	Candidatus Woesebacteria bacterium
GCA_001793015.1	Candidatus Woesebacteria bacterium
GCA_001793025.1	Candidatus Woesebacteria bacterium
GCA_001793075.1	Candidatus Woesebacteria bacterium
GCA_001793085.1	Candidatus Woesebacteria bacterium
GCA_001793095.1	Candidatus Woesebacteria bacterium
GCA_001793105.1	Candidatus Woesebacteria bacterium
GCA_001793155.1	Candidatus Woesebacteria bacterium
GCA_001793165.1	Candidatus Woesebacteria bacterium
GCA_001793175.1	Candidatus Woesebacteria bacterium
GCA_001793185.1	Candidatus Woesebacteria bacterium
GCA_001793235.1	Candidatus Woesebacteria bacterium
GCA_001793255.1	Candidatus Woesebacteria bacterium
GCA_001793265.1	Candidatus Woesebacteria bacterium
GCA_001793275.1	Candidatus Woesebacteria bacterium
GCA_001793315.1	Candidatus Woesebacteria bacterium
GCA_001793335.1	Candidatus Woesebacteria bacterium
GCA_001793345.1	Candidatus Woesebacteria bacterium
GCA_001793355.1	Candidatus Woesebacteria bacterium
GCA_001793395.1	Candidatus Woesebacteria bacterium
GCA_001793415.1	Candidatus Woesebacteria bacterium
GCA_001793425.1	Candidatus Woesebacteria bacterium
GCA_001793465.1	Candidatus Woesebacteria bacterium
GCA_001793475.1	Candidatus Woesebacteria bacterium
GCA_001793485.1	Candidatus Woesebacteria bacterium
GCA_001793455.1	Candidatus Woesebacteria bacterium
GCA_001793535.1	Candidatus Woesebacteria bacterium
GCA_001793545.1	Candidatus Woesebacteria bacterium
GCA_001793555.1	Candidatus Woesebacteria bacterium
GCA_001793575.1	Candidatus Woesebacteria bacterium
GCA_001793615.1	Candidatus Woesebacteria bacterium
GCA_001793625.1	Candidatus Woesebacteria bacterium
GCA_001793635.1	Candidatus Woesebacteria bacterium
GCA_001793665.1	Candidatus Woesebacteria bacterium
GCA_001793695.1	Candidatus Woesebacteria bacterium
GCA_001793705.1	Candidatus Woesebacteria bacterium
GCA_001793715.1	Candidatus Woesebacteria bacterium
GCA_001793755.1	Candidatus Woesebacteria bacterium
GCA_001793775.1	Candidatus Wolfebacteria bacterium
GCA_001793785.1	Candidatus Wolfebacteria bacterium
GCA_001793815.1	Candidatus Wolfebacteria bacterium
GCA_001793825.1	Candidatus Wolfebacteria bacterium
GCA_001793855.1	Candidatus Wolfebacteria bacterium
GCA_001793865.1	Candidatus Wolfebacteria bacterium
GCA_001793895.1	Candidatus Wolfebacteria bacterium
GCA_001793905.1	Candidatus Wolfebacteria bacterium
GCA_001793945.1	Candidatus Wolfebacteria bacterium
GCA_001793935.1	Candidatus Wolfebacteria bacterium
GCA_001793975.1	Candidatus Wolfebacteria bacterium
GCA_001816635.1	Candidatus Woykebacteria bacterium
GCA_001816645.1	Candidatus Woykebacteria bacterium
GCA_001816655.1	Candidatus Woykebacteria bacterium
GCA_001816975.1	Candidatus Woykebacteria bacterium
GCA_001816695.1	Candidatus Woykebacteria bacterium
GCA_001816715.1	Candidatus Woykebacteria bacterium
GCA_001816725.1	Candidatus Woykebacteria bacterium
GCA_001816995.1	Candidatus Woykebacteria bacterium
GCA_001816735.1	Candidatus Woykebacteria bacterium
GCA_001816775.1	Candidatus Woykebacteria bacterium
GCA_001816795.1	Candidatus Woykebacteria bacterium
GCA_001816815.1	Candidatus Woykebacteria bacterium
GCA_001816985.1	Candidatus Woykebacteria bacterium
GCA_001816825.1	Candidatus Woykebacteria bacterium
GCA_001816835.1	Candidatus Woykebacteria bacterium
GCA_001793985.1	Candidatus Yanofskybacteria bacterium
GCA_001794015.1	Candidatus Yanofskybacteria bacterium
GCA_001794025.1	Candidatus Yanofskybacteria bacterium
GCA_001794055.1	Candidatus Yanofskybacteria bacterium
GCA_001794065.1	Candidatus Yanofskybacteria bacterium
GCA_001794095.1	Candidatus Yanofskybacteria bacterium
GCA_001794105.1	Candidatus Yanofskybacteria bacterium
GCA_001794125.1	Candidatus Yanofskybacteria bacterium
GCA_001794145.1	Candidatus Yanofskybacteria bacterium
GCA_001794175.1	Candidatus Yanofskybacteria bacterium
GCA_001794195.1	Candidatus Yanofskybacteria bacterium
GCA_001794205.1	Candidatus Yanofskybacteria bacterium
GCA_001794215.1	Candidatus Yanofskybacteria bacterium
GCA_001794255.1	Candidatus Yanofskybacteria bacterium
GCA_001794275.1	Candidatus Yanofskybacteria bacterium
GCA_001794285.1	Candidatus Yanofskybacteria bacterium
GCA_001794295.1	Candidatus Yanofskybacteria bacterium
GCA_001794335.1	Candidatus Yanofskybacteria bacterium
GCA_001794355.1	Candidatus Yanofskybacteria bacterium
GCA_001794375.1	Candidatus Yanofskybacteria bacterium
GCA_001794385.1	Candidatus Yanofskybacteria bacterium
GCA_001794415.1	Candidatus Yanofskybacteria bacterium
GCA_001794435.1	Candidatus Yanofskybacteria bacterium
GCA_001794455.1	Candidatus Yanofskybacteria bacterium
GCA_001794475.1	Candidatus Yanofskybacteria bacterium
GCA_001794485.1	Candidatus Yanofskybacteria bacterium
GCA_001794515.1	Candidatus Yanofskybacteria bacterium
GCA_001794525.1	Candidatus Yanofskybacteria bacterium
GCA_001794555.1	Candidatus Yanofskybacteria bacterium
GCA_001794575.1	Candidatus Yanofskybacteria bacterium
GCA_001794595.1	Candidatus Yanofskybacteria bacterium
GCA_001794605.1	Candidatus Yanofskybacteria bacterium
GCA_001794635.1	Candidatus Yanofskybacteria bacterium
GCA_001794655.1	Candidatus Yanofskybacteria bacterium
GCA_001794675.1	Candidatus Yanofskybacteria bacterium
GCA_001795585.1	Candidatus Yanofskybacteria bacterium
GCA_001795615.1	Candidatus Yanofskybacteria bacterium
GCA_001795625.1	Candidatus Yanofskybacteria bacterium
GCA_001794695.1	Candidatus Yanofskybacteria bacterium
GCA_001795655.1	Candidatus Yanofskybacteria bacterium
GCA_001794715.1	Candidatus Yanofskybacteria bacterium
GCA_001795665.1	Candidatus Yanofskybacteria bacterium
GCA_001795695.1	Candidatus Yanofskybacteria bacterium
GCA_001795715.1	Candidatus Yanofskybacteria bacterium
GCA_001795735.1	Candidatus Yanofskybacteria bacterium
GCA_001794735.1	Candidatus Yanofskybacteria bacterium
GCA_001795745.1	Candidatus Yanofskybacteria bacterium
GCA_001794755.1	Candidatus Yanofskybacteria bacterium
GCA_001795775.1	Candidatus Yanofskybacteria bacterium
GCA_001795795.1	Candidatus Yanofskybacteria bacterium
GCA_001795815.1	Candidatus Yanofskybacteria bacterium
GCA_001795825.1	Candidatus Yanofskybacteria bacterium
GCA_001795855.1	Candidatus Yanofskybacteria bacterium
GCA_001795875.1	Candidatus Yanofskybacteria bacterium
GCA_001794775.1	Candidatus Yanofskybacteria bacterium
GCA_001795895.1	Candidatus Yanofskybacteria bacterium
GCA_001794795.1	Candidatus Yanofskybacteria bacterium
GCA_001795915.1	Candidatus Yanofskybacteria bacterium
GCA_001795935.1	Candidatus Yanofskybacteria bacterium
GCA_001795955.1	Candidatus Yanofskybacteria bacterium
GCA_001795975.1	Candidatus Yanofskybacteria bacterium
GCA_001795995.1	Candidatus Yanofskybacteria bacterium
GCA_001825055.1	Candidatus Yonathbacteria bacterium
GCA_001825065.1	Candidatus Yonathbacteria bacterium
GCA_001823495.1	Candidatus Yonathbacteria bacterium
GCA_001823505.1	Candidatus Yonathbacteria bacterium
GCA_001823535.1	Candidatus Yonathbacteria bacterium
GCA_001825075.1	Candidatus Yonathbacteria bacterium
GCA_001823545.1	Candidatus Yonathbacteria bacterium
GCA_001823575.1	Candidatus Yonathbacteria bacterium
GCA_001823595.1	Candidatus Yonathbacteria bacterium
GCA_001825115.1	Candidatus Yonathbacteria bacterium
GCA_001823605.1	Candidatus Yonathbacteria bacterium
GCA_001823625.1	Candidatus Zambryskibacteria bacterium
GCA_001823655.1	Candidatus Zambryskibacteria bacterium
GCA_001823665.1	Candidatus Zambryskibacteria bacterium
GCA_001823695.1	Candidatus Zambryskibacteria bacterium
GCA_001825135.1	Candidatus Zambryskibacteria bacterium
GCA_001823715.1	Candidatus Zambryskibacteria bacterium
GCA_001825145.1	Candidatus Zambryskibacteria bacterium
GCA_001825155.1	Candidatus Zambryskibacteria bacterium
GCA_001825195.1	Candidatus Zambryskibacteria bacterium
GCA_001823735.1	Candidatus Zambryskibacteria bacterium
GCA_001825215.1	Candidatus Zambryskibacteria bacterium
GCA_001825235.1	Candidatus Zambryskibacteria bacterium
GCA_001825245.1	Candidatus Zambryskibacteria bacterium
GCA_001825255.1	Candidatus Zambryskibacteria bacterium
GCA_001823745.1	Candidatus Zambryskibacteria bacterium
GCA_001825295.1	Candidatus Zambryskibacteria bacterium
GCA_001823775.1	Candidatus Zambryskibacteria bacterium
GCA_001825315.1	Candidatus Zambryskibacteria bacterium
GCA_001823795.1	Candidatus Zambryskibacteria bacterium
GCA_001825325.1	Candidatus Zambryskibacteria bacterium
GCA_001823815.1	Candidatus Zambryskibacteria bacterium
GCA_001823825.1	Candidatus Zambryskibacteria bacterium
GCA_001823845.1	Candidatus Zambryskibacteria bacterium
GCA_001823875.1	Candidatus Zambryskibacteria bacterium
GCA_001823895.1	Candidatus Zambryskibacteria bacterium
GCA_001823915.1	Candidatus Zambryskibacteria bacterium
GCA_001825335.1	Candidatus Zambryskibacteria bacterium
GCA_001823925.1	Candidatus Zambryskibacteria bacterium
GCA_001823945.1	Candidatus Zambryskibacteria bacterium
GCA_001823975.1	Candidatus Zambryskibacteria bacterium
GCA_001823995.1	Candidatus Zambryskibacteria bacterium
GCA_001825365.1	Candidatus Zambryskibacteria bacterium
GCA_001824005.1	Candidatus Zambryskibacteria bacterium
GCA_001824025.1	Candidatus Zambryskibacteria bacterium
GCA_001824055.1	Candidatus Zambryskibacteria bacterium
GCA_001824075.1	Candidatus Zambryskibacteria bacterium
GCA_001824095.1	Candidatus Zambryskibacteria bacterium
GCA_001824105.1	Candidatus Zambryskibacteria bacterium
GCA_001824135.1	Candidatus Zambryskibacteria bacterium
GCA_001825395.1	Candidatus Zambryskibacteria bacterium
GCA_001824155.1	Candidatus Zambryskibacteria bacterium
GCA_001824175.1	Candidatus Zambryskibacteria bacterium
GCA_001824255.1	Candidatus Zambryskibacteria bacterium
GCA_001824195.1	Candidatus Zambryskibacteria bacterium
GCA_001824215.1	Candidatus Zambryskibacteria bacterium
GCA_001824235.1	Candidatus Zambryskibacteria bacterium
GCA_001825405.1	Candidatus Zambryskibacteria bacterium
GCA_001825415.1	Candidatus Zambryskibacteria bacterium
GCA_001824275.1	Candidatus Zambryskibacteria bacterium
GCA_001825445.1	Candidatus Zambryskibacteria bacterium
GCA_001824295.1	Candidatus Zambryskibacteria bacterium
GCA_001825475.1	Candidatus Zambryskibacteria bacterium
GCA_001794815.1	Caulobacterales bacterium GWE1_67_11
GCA_001796015.1	Caulobacterales bacterium RIFCSPHIGHO2_01_FULL_67_30
GCA_001794825.1	Caulobacterales bacterium RIFCSPHIGHO2_01_FULL_70_19
GCA_001796025.1	Caulobacterales bacterium RIFCSPHIGHO2_12_FULL_68_13
GCA_001794855.1	Caulobacterales bacterium RIFOXYA1_FULL_67_7
GCA_001796045.1	Caulobacterales bacterium RIFOXYB1_FULL_67_16
GCA_001796065.1	Chlamydiae bacterium GWA2_50_15
GCA_001796095.1	Chlamydiae bacterium GWC2_50_10
GCA_001796105.1	Chlamydiae bacterium GWF2_49_8
GCA_001794865.1	Chlamydiae bacterium RIFCSPHIGHO2_01_FULL_44_39
GCA_001796125.1	Chlamydiae bacterium RIFCSPHIGHO2_02_FULL_45_9
GCA_001796185.1	Chlamydiae bacterium RIFCSPHIGHO2_02_FULL_49_29
GCA_001796155.1	Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_27_8
GCA_001794895.1	Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_44_59
GCA_001794905.1	Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_49_11
GCA_001796175.1	Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_49_32
GCA_001794935.1	Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_49_9
GCA_001796195.1	Chlamydiae bacterium RIFCSPLOWO2_01_FULL_28_7
GCA_001796235.1	Chlamydiae bacterium RIFCSPLOWO2_01_FULL_44_52
GCA_001796255.1	Chlamydiae bacterium RIFCSPLOWO2_02_FULL_45_22
GCA_001796275.1	Chlamydiae bacterium RIFCSPLOWO2_02_FULL_49_12
GCA_001796285.1	Chlamydiae bacterium RIFCSPLOWO2_12_FULL_45_20
GCA_001796315.1	Chlamydiae bacterium RIFCSPLOWO2_12_FULL_49_12
GCA_001796335.1	Chloroflexi bacterium GWB2_49_20
GCA_001796355.1	Chloroflexi bacterium GWB2_54_36
GCA_001796365.1	Chloroflexi bacterium GWC2_49_37
GCA_001796395.1	Chloroflexi bacterium GWC2_70_10
GCA_001794945.1	Chloroflexi bacterium GWC2_73_18
GCA_001794965.1	Chloroflexi bacterium GWD2_49_16
GCA_001796415.1	Chloroflexi bacterium RBG_13_46_14
GCA_001794985.1	Chloroflexi bacterium RBG_13_46_9
GCA_001796435.1	Chloroflexi bacterium RBG_13_48_10
GCA_001796445.1	Chloroflexi bacterium RBG_13_48_17
GCA_001795015.1	Chloroflexi bacterium RBG_13_50_10
GCA_001796475.1	Chloroflexi bacterium RBG_13_50_21
GCA_001796495.1	Chloroflexi bacterium RBG_13_51_18
GCA_001796515.1	Chloroflexi bacterium RBG_13_51_36
GCA_001796525.1	Chloroflexi bacterium RBG_13_51_52
GCA_001796555.1	Chloroflexi bacterium RBG_13_52_12
GCA_001796575.1	Chloroflexi bacterium RBG_13_52_14
GCA_001795035.1	Chloroflexi bacterium RBG_13_53_26
GCA_001796595.1	Chloroflexi bacterium RBG_13_54_8
GCA_001796605.1	Chloroflexi bacterium RBG_13_54_9
GCA_001796635.1	Chloroflexi bacterium RBG_13_56_8
GCA_001796655.1	Chloroflexi bacterium RBG_13_56_8b
GCA_001796675.1	Chloroflexi bacterium RBG_13_57_8
GCA_001796685.1	Chloroflexi bacterium RBG_13_60_13
GCA_001795045.1	Chloroflexi bacterium RBG_13_60_9
GCA_001795065.1	Chloroflexi bacterium RBG_13_66_10
GCA_001796715.1	Chloroflexi bacterium RBG_13_68_17
GCA_001795085.1	Chloroflexi bacterium RBG_16_47_49
GCA_001796725.1	Chloroflexi bacterium RBG_16_48_7
GCA_001795115.1	Chloroflexi bacterium RBG_16_48_8
GCA_001796755.1	Chloroflexi bacterium RBG_16_50_11
GCA_001796765.1	Chloroflexi bacterium RBG_16_50_9
GCA_001796785.1	Chloroflexi bacterium RBG_16_51_16
GCA_001796805.1	Chloroflexi bacterium RBG_16_51_9
GCA_001796835.1	Chloroflexi bacterium RBG_16_52_11
GCA_001796845.1	Chloroflexi bacterium RBG_16_54_11
GCA_001795125.1	Chloroflexi bacterium RBG_16_54_18
GCA_001796865.1	Chloroflexi bacterium RBG_16_56_11
GCA_001795155.1	Chloroflexi bacterium RBG_16_56_8
GCA_001795165.1	Chloroflexi bacterium RBG_16_57_11
GCA_001795195.1	Chloroflexi bacterium RBG_16_57_8
GCA_001796885.1	Chloroflexi bacterium RBG_16_57_9
GCA_001796915.1	Chloroflexi bacterium RBG_16_58_14
GCA_001795205.1	Chloroflexi bacterium RBG_16_58_8
GCA_001796935.1	Chloroflexi bacterium RBG_16_60_22
GCA_001796945.1	Chloroflexi bacterium RBG_16_63_12
GCA_001795235.1	Chloroflexi bacterium RBG_16_64_32
GCA_001796965.1	Chloroflexi bacterium RBG_16_64_43
GCA_001796995.1	Chloroflexi bacterium RBG_16_68_14
GCA_001797015.1	Chloroflexi bacterium RBG_16_69_14
GCA_001795245.1	Chloroflexi bacterium RBG_16_70_13
GCA_001797035.1	Chloroflexi bacterium RBG_16_72_14
GCA_001795275.1	Chloroflexi bacterium RBG_19FT_COMBO_47_15
GCA_001795285.1	Chloroflexi bacterium RBG_19FT_COMBO_47_9
GCA_001795315.1	Chloroflexi bacterium RBG_19FT_COMBO_48_23
GCA_001797045.1	Chloroflexi bacterium RBG_19FT_COMBO_49_13
GCA_001797075.1	Chloroflexi bacterium RBG_19FT_COMBO_50_10
GCA_001795335.1	Chloroflexi bacterium RBG_19FT_COMBO_55_16
GCA_001797095.1	Chloroflexi bacterium RBG_19FT_COMBO_56_12
GCA_001797105.1	Chloroflexi bacterium RBG_19FT_COMBO_62_14
GCA_001795345.1	Chloroflexi bacterium RIFCSPLOWO2_02_FULL_71_16
GCA_001797125.1	Chloroflexi bacterium RIFCSPLOWO2_12_FULL_71_12
GCA_001797155.1	Chloroflexi bacterium RIFOXYC12_FULL_59_14
GCA_001797165.1	Chloroflexi bacterium RIFOXYD12_FULL_57_15
GCA_001795365.1	Chromatiales bacterium RIFOXYA1_FULL_46_5
GCA_001797185.1	Clostridiales bacterium GWB2_37_7
GCA_001797195.1	Clostridiales bacterium GWC2_40_7
GCA_001795385.1	Clostridiales bacterium GWD2_32_19
GCA_001797235.1	Clostridiales bacterium GWD2_32_59
GCA_001797255.1	Clostridiales bacterium GWE2_32_10
GCA_001795415.1	Clostridiales bacterium GWF2_36_10
GCA_001797275.1	Clostridiales bacterium GWF2_38_85
GCA_001797285.1	Coxiella sp. RIFCSPHIGHO2_12_FULL_42_15
GCA_001795425.1	Coxiella sp. RIFCSPHIGHO2_12_FULL_44_14
GCA_001795455.1	Curvibacter sp. GWA2_63_95
GCA_001797315.1	Curvibacter sp. GWA2_64_110
GCA_001795465.1	Curvibacter sp. RIFCSPHIGHO2_12_FULL_63_18
GCA_001797335.1	Deltaproteobacteria bacterium GWA2_38_16
GCA_001795495.1	Deltaproteobacteria bacterium GWA2_42_85
GCA_001797355.1	Deltaproteobacteria bacterium GWA2_43_19
GCA_001797365.1	Deltaproteobacteria bacterium GWA2_45_12
GCA_001797395.1	Deltaproteobacteria bacterium GWA2_47_9
GCA_001795505.1	Deltaproteobacteria bacterium GWA2_50_8
GCA_001795535.1	Deltaproteobacteria bacterium GWA2_54_12
GCA_001797415.1	Deltaproteobacteria bacterium GWA2_55_10
GCA_001795545.1	Deltaproteobacteria bacterium GWA2_55_82
GCA_001797435.1	Deltaproteobacteria bacterium GWA2_57_13
GCA_001797445.1	Deltaproteobacteria bacterium GWA2_65_63
GCA_001797515.1	Deltaproteobacteria bacterium GWB2_42_7
GCA_001797465.1	Deltaproteobacteria bacterium GWB2_55_19
GCA_001795575.1	Deltaproteobacteria bacterium GWB2_65_81
GCA_001797495.1	Deltaproteobacteria bacterium GWC2_42_11
GCA_001797595.1	Deltaproteobacteria bacterium GWC2_42_51
GCA_001595385.3	Deltaproteobacteria bacterium GWC2_55_46
GCA_001797505.1	Deltaproteobacteria bacterium GWC2_56_8
GCA_001797615.1	Deltaproteobacteria bacterium GWC2_65_14
GCA_001797575.1	Deltaproteobacteria bacterium GWC2_66_88
GCA_001797585.1	Deltaproteobacteria bacterium GWD2_42_10
GCA_001797655.1	Deltaproteobacteria bacterium GWD2_55_8
GCA_001797665.1	Deltaproteobacteria bacterium GWF2_42_12
GCA_001797675.1	Deltaproteobacteria bacterium RBG_13_43_22
GCA_001798755.1	Deltaproteobacteria bacterium RBG_13_47_9
GCA_001797695.1	Deltaproteobacteria bacterium RBG_13_49_15
GCA_001797735.1	Deltaproteobacteria bacterium RBG_13_51_10
GCA_001797745.1	Deltaproteobacteria bacterium RBG_13_52_11
GCA_001798765.1	Deltaproteobacteria bacterium RBG_13_52_11b
GCA_001798785.1	Deltaproteobacteria bacterium RBG_13_53_10
GCA_001797765.1	Deltaproteobacteria bacterium RBG_13_58_19
GCA_001797785.1	Deltaproteobacteria bacterium RBG_13_60_28
GCA_001797815.1	Deltaproteobacteria bacterium RBG_13_61_14
GCA_001798805.1	Deltaproteobacteria bacterium RBG_13_65_10
GCA_001797825.1	Deltaproteobacteria bacterium RBG_16_42_7
GCA_001797845.1	Deltaproteobacteria bacterium RBG_16_44_11
GCA_001798835.1	Deltaproteobacteria bacterium RBG_16_47_11
GCA_001797865.1	Deltaproteobacteria bacterium RBG_16_48_10
GCA_001798855.1	Deltaproteobacteria bacterium RBG_16_49_23
GCA_001797895.1	Deltaproteobacteria bacterium RBG_16_50_11
GCA_001797905.1	Deltaproteobacteria bacterium RBG_16_54_11
GCA_001797935.1	Deltaproteobacteria bacterium RBG_16_54_18
GCA_001798865.1	Deltaproteobacteria bacterium RBG_16_55_12
GCA_001797945.1	Deltaproteobacteria bacterium RBG_16_58_17
GCA_001798885.1	Deltaproteobacteria bacterium RBG_16_64_85
GCA_001797975.1	Deltaproteobacteria bacterium RBG_16_66_15
GCA_001797985.1	Deltaproteobacteria bacterium RBG_16_71_12
GCA_001798915.1	Deltaproteobacteria bacterium RBG_19FT_COMBO_43_11
GCA_001798935.1	Deltaproteobacteria bacterium RBG_19FT_COMBO_46_12
GCA_001798945.1	Deltaproteobacteria bacterium RBG_19FT_COMBO_46_9
GCA_001798005.1	Deltaproteobacteria bacterium RBG_19FT_COMBO_52_11
GCA_001798975.1	Deltaproteobacteria bacterium RBG_19FT_COMBO_56_10
GCA_001798015.1	Deltaproteobacteria bacterium RBG_19FT_COMBO_58_16
GCA_001798055.1	Deltaproteobacteria bacterium RBG_19FT_COMBO_60_16
