genome_name,original_name,genome_size,completeness,redundancy,GC.,taxonomy,ncbi_taxonomy,Phylum,Group,gtdb_taxonomy,Strain,BioSample,BioProject,Level,Scaffolds,Release.Date,Study,Environment,Code
bacteria20497,GCA_003142715.1,3.36,91.18397086,4.371584699,41.5,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,Wetland_1298,SAMN08180108,PRJNA386568,Scaffold,296,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20503,GCA_003142835.1,2.49,86.0343062,1.612903226,44.3,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1160,SAMN08180095,PRJNA386568,Scaffold,188,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20505,GCA_003142875.1,2.88,94.83870968,0.681003584,43.7,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1159,SAMN08180094,PRJNA386568,Scaffold,119,2018-05-18T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20569,GCA_003151775.1,2.95,87.13261649,0.64516129,56.9,Geobacter sp.,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__,Sediment_1151,SAMN08179874,PRJNA386568,Scaffold,145,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Sediment
bacteria20615,GCA_003152715.1,3.2,93.22580645,9.400921659,44.2,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1146,SAMN08179808,PRJNA386568,Scaffold,178,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20622,GCA_003152875.1,3.96,92.16426561,3.278688525,60.3,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__,Wetland_1294,SAMN08179800,PRJNA386568,Scaffold,120,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20625,GCA_003152935.1,4.43,78.39442815,3.76344086,38.7,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_963,SAMN08179791,PRJNA386568,Scaffold,463,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20631,GCA_003153075.1,2.77,71.31613161,0.99009901,48.3,Dehalococcoidia bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,Wetland_1065,SAMN08179783,PRJNA386568,Scaffold,364,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20664,GCA_003153725.1,3.74,75.41666667,3.418803419,61,Candidatus Aminicenantes bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Aminicenantes,Aminicenantes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__,Wetland_337,SAMN08179801,PRJNA386568,Scaffold,374,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20666,GCA_003153775.1,3.13,98.06451613,1.290322581,49.9,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__,Wetland_1145,SAMN08179797,PRJNA386568,Scaffold,98,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20667,GCA_003153795.1,3.65,93.42440801,5.209471767,42.8,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,Wetland_1292,SAMN08179795,PRJNA386568,Scaffold,73,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20671,GCA_003153935.1,1.75,87.53830439,0,49.5,Elusimicrobia bacterium,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,d__Bacteria;;c__;o__;f__;g__;s__,Wetland_1175,SAMN08179779,PRJNA386568,Scaffold,36,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20672,GCA_003153955.1,2.09,80.88508851,0.99009901,49,Dehalococcoidia bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,Wetland_1064,SAMN08179778,PRJNA386568,Scaffold,137,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20675,GCA_003154025.1,5.73,88.50486431,5.161290323,56.3,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__;f__;g__;s__,Wetland_1141,SAMN08179775,PRJNA386568,Scaffold,574,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20678,GCA_003154095.1,8.66,87.3031234,2.096774194,56.9,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__;s__,Wetland_1139,SAMN08179769,PRJNA386568,Scaffold,714,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20685,GCA_003154255.1,3.48,74.50261159,1.780626781,61.3,Candidatus Aminicenantes bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Aminicenantes,Aminicenantes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__,Wetland_333,SAMN08179754,PRJNA386568,Scaffold,377,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20689,GCA_003154355.1,4.05,71.84065459,5.522914219,65.2,Opitutae bacterium,Bacteria;PVC group;PVC,PVC,PVC,d__Bacteria;p__Verrucomicrobiota;c__PVCe;o__Opitutales;f__Opitutaceae;g__;s__,Wetland_1437,SAMN08179747,PRJNA386568,Scaffold,575,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20692,GCA_003154455.1,2.07,85.06350635,2.97029703,49,Dehalococcoidia bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,Wetland_1060,SAMN08179743,PRJNA386568,Scaffold,198,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20693,GCA_003154475.1,1.86,78.63636364,0.909090909,38.1,Actinobacteria bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__,Wetland_728,SAMN08179736,PRJNA386568,Scaffold,312,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20695,GCA_003154495.1,1.78,91.52196118,4.868913858,49.6,Elusimicrobia bacterium,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,d__Bacteria;;c__;o__;f__;g__;s__,Wetland_1174,SAMN08179739,PRJNA386568,Scaffold,66,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20697,GCA_003154555.1,3.47,72.98117647,2.266666667,63.1,Spirochaetaceae bacterium,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__;s__,Wetland_1365,SAMN08179733,PRJNA386568,Scaffold,418,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20699,GCA_003154595.1,2.97,87.22872287,4.95049505,47.5,Dehalococcoidia bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,Wetland_1057,SAMN08179724,PRJNA386568,Scaffold,214,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20700,GCA_003154615.1,5.22,78.1218638,2.603686636,64.1,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__,Wetland_1132,SAMN08179729,PRJNA386568,Scaffold,566,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20701,GCA_003154635.1,2.99,87.90382457,0.854700855,59.2,Actinobacteria bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__RBG-13-55-18;o__;f__;g__;s__,Wetland_727,SAMN08179728,PRJNA386568,Scaffold,339,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20706,GCA_003154715.1,2.48,78.05980598,9.273927393,47.6,Dehalococcoidia bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,Wetland_1055,SAMN08179716,PRJNA386568,Scaffold,365,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20707,GCA_003154725.1,3.95,96.45502646,1.904761905,38,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_959,SAMN08179714,PRJNA386568,Scaffold,96,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20733,GCA_003155275.1,2.18,85.75757576,1.818181818,37.8,Actinobacteria bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__,Wetland_731,SAMN08179777,PRJNA386568,Scaffold,178,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20738,GCA_003155375.1,3.07,71.12903226,4.984639017,46.8,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__,Wetland_1140,SAMN08179771,PRJNA386568,Scaffold,568,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20742,GCA_003155455.1,2.78,87.15571557,1.98019802,47.6,Dehalococcoidia bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,Wetland_1062,SAMN08179759,PRJNA386568,Scaffold,177,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20744,GCA_003155495.1,3.59,95.01407518,4.590163934,42.9,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,Wetland_1287,SAMN08179751,PRJNA386568,Scaffold,119,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20745,GCA_003155505.1,3.94,89.47342275,4.371584699,60.4,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__,Wetland_1289,SAMN08179755,PRJNA386568,Scaffold,270,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20749,GCA_003155595.1,5.97,82.37839222,2.603686636,66.1,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__,Wetland_1133,SAMN08179731,PRJNA386568,Scaffold,431,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20752,GCA_003155675.1,5.41,76.26984127,8.095238095,39.3,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_962,SAMN08179727,PRJNA386568,Scaffold,804,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20754,GCA_003155705.1,3.2,90.23809524,2.777777778,38.4,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__;s__,Wetland_961,SAMN08179723,PRJNA386568,Scaffold,257,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20803,GCA_003156875.1,2.36,82.20959596,1.818181818,49.5,Nitrospiraceae bacterium,Bacteria;Nitrospirae;Nitrospira,Nitrospirae,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__,Wetland_1314,SAMN08179618,PRJNA386568,Scaffold,372,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20804,GCA_003156895.1,2.87,80.13888889,1.363636364,48.9,Nitrospiraceae bacterium,Bacteria;Nitrospirae;Nitrospira,Nitrospirae,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__,Wetland_1313,SAMN08179617,PRJNA386568,Scaffold,460,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20809,GCA_003157015.1,5.21,98.86772487,5.174603175,37.8,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_957,SAMN08179609,PRJNA386568,Scaffold,238,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20812,GCA_003157075.1,4.73,86.32942326,4.569892473,38.9,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_956,SAMN08179607,PRJNA386568,Scaffold,372,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20819,GCA_003157225.1,3.55,73.7089491,4.597701149,63.5,Actinobacteria bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__,Wetland_683,SAMN08179592,PRJNA386568,Scaffold,535,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20828,GCA_003157475.1,2.7,78.30435503,4.754098361,43.5,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,Wetland_1278,SAMN08179576,PRJNA386568,Scaffold,404,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20830,GCA_003157495.1,4.42,89.81755597,3.111971412,64.2,Opitutae bacterium,Bacteria;PVC group;PVC,PVC,PVC,d__Bacteria;p__Verrucomicrobiota;c__PVCe;o__Opitutales;f__Opitutaceae;g__;s__,Wetland_1433,SAMN08179569,PRJNA386568,Scaffold,442,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20841,GCA_003157735.1,5.21,85.25089606,3.870967742,64.3,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__,Wetland_1124,SAMN08179554,PRJNA386568,Scaffold,446,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20842,GCA_003157745.1,5.82,90.07188109,2.631578947,63.2,Solibacterales bacterium,Bacteria;Acidobacteria;Solibacteres,Acidobacteria,Acidobacteria,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__,Wetland_298,SAMN08179553,PRJNA386568,Scaffold,255,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20845,GCA_003157835.1,3.27,90.26246067,2.003642987,46,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,Wetland_1272,SAMN08179546,PRJNA386568,Scaffold,334,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20867,GCA_003158355.1,2.71,84.31313131,4.545454545,47.6,Anaerolineaceae bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__,Wetland_1049,SAMN08179596,PRJNA386568,Scaffold,292,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20869,GCA_003158395.1,5.35,89.64157706,4.516129032,64.2,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__,Wetland_1127,SAMN08179594,PRJNA386568,Scaffold,461,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20871,GCA_003158435.1,3.07,82.54125413,2.97029703,47.2,Dehalococcoidia bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,Wetland_1048,SAMN08179590,PRJNA386568,Scaffold,251,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20876,GCA_003158535.1,2.03,71.9622454,1.639344262,46.5,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,Wetland_1275,SAMN08179571,PRJNA386568,Scaffold,406,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20880,GCA_003158615.1,3.56,94,1.818181818,48.8,Nitrospiraceae bacterium,Bacteria;Nitrospirae;Nitrospira,Nitrospirae,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__,Wetland_1311,SAMN08179556,PRJNA386568,Scaffold,290,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20885,GCA_003158735.1,6.49,89.33691756,4.585253456,63.9,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__,Wetland_1121,SAMN08179538,PRJNA386568,Scaffold,467,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20888,GCA_003158775.1,5.33,86.28929852,3.870967742,64.2,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__,Wetland_1119,SAMN08179535,PRJNA386568,Scaffold,502,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20889,GCA_003158815.1,3.06,84.07590759,4.95049505,47.2,Dehalococcoidia bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,Wetland_1040,SAMN08179533,PRJNA386568,Scaffold,330,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20898,GCA_003159015.1,5.58,75.83717358,1.313364055,66.2,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__,Wetland_1120,SAMN08179536,PRJNA386568,Scaffold,634,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20901,GCA_003159065.1,8.33,82.02867384,2.455197133,57,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__;s__,Wetland_1117,SAMN08179528,PRJNA386568,Scaffold,927,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20914,GCA_003159495.1,3.05,98.87640449,2.313284865,46.1,candidate division FCPU426 bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,FCPU426,CP,d__Bacteria;;c__;o__;f__;g__;s__,Wetland_1181,SAMN08180054,PRJNA386568,Scaffold,145,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria20931,GCA_003159865.1,2.65,86.64874552,0.967741935,43.3,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1157,SAMN08180046,PRJNA386568,Scaffold,386,2018-05-24T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21013,GCA_003161685.1,3.46,85.84722222,2.095959596,48.2,Nitrospiraceae bacterium,Bacteria;Nitrospirae;Nitrospira,Nitrospirae,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__,Wetland_1305,SAMN08178771,PRJNA386568,Scaffold,573,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21019,GCA_003161895.1,4.48,86.53968254,1.772486772,38,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_945,SAMN08178755,PRJNA386568,Scaffold,459,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21020,GCA_003161915.1,2.77,88.21079649,2.235469449,46.1,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,Wetland_1261,SAMN08178754,PRJNA386568,Scaffold,333,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21037,GCA_003162335.1,2.82,87.78877888,0.445544554,47.6,Dehalococcoidia bacterium,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,Wetland_1014,SAMN08178725,PRJNA386568,Scaffold,179,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21049,GCA_003162595.1,3.73,81.26588465,3.494623656,38.1,Bacteroidales bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,Wetland_946,SAMN08178756,PRJNA386568,Scaffold,372,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21052,GCA_003162695.1,3.38,96.02003643,2.9143898,46,Ignavibacteriae bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Chlorobi,Chlorobi,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__,Wetland_1254,SAMN08178730,PRJNA386568,Scaffold,132,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21102,GCA_003163755.1,3.28,93.38709677,1.326164875,43.3,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1172,SAMN08180203,PRJNA386568,Scaffold,245,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21130,GCA_003164335.1,3.81,97.73755656,2.197802198,54.7,Fibrobacteres bacterium,Bacteria;FCB group;Fibrobacteres,Fibrobacteres,CP,d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__;g__;s__,Wetland_1184,SAMN08179953,PRJNA386568,Scaffold,164,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21162,GCA_003165055.1,3.42,96.4516129,1.326164875,43.1,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1156,SAMN08179979,PRJNA386568,Scaffold,211,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21165,GCA_003165115.1,3.91,77.97619048,3.361344538,58.8,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__;g__;s__,Wetland_1155,SAMN08179975,PRJNA386568,Scaffold,521,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
